,date,start_time,team1,team2,team1_score,team2_score,first_half_score
79,2020-05-03,17:00,Murat Paşaoğlu SK,Erzurum Büyükşehir Belediye Gençlik Spor Kulübü,,,
80,2020-05-03,03:00,BC Juventus Utena,BC Siauliai,,,
81,2020-05-03,03:00,BC Nevėžis Kėdainiai,Vilnius Rytas,,,
82,2020-05-03,01:00,Toyama Grouses,Dolphins,,,
83,2020-05-03,08:05,SeaHorses,Osaka Evessa,,,
84,2020-05-03,08:05,Akita NH,Brave Thunders,,,
85,2020-05-03,08:05,Niigata Abirex,Shimane SM,,,
86,2020-05-03,09:05,Chiba Jets,Ryukyu,,,
87,2020-05-03,09:05,Tochigi Brex,Sun Rockers,,,
88,2020-05-03,10:10,Levanga,Toyota Alvark,,,
89,2020-05-03,11:05,Yokohama BC,Kyoto Hannaryz,,,
90,2020-05-02,03:00,FC Barcelona Lassa Bàsquet,BC MoraBanc Andorra,,,
91,2020-05-02,03:00,CB RETAbet Bilbao Berri Basket,Burgos,,,
92,2020-05-02,03:00,Estudiantes,CD Saski Baskonia,,,
93,2020-05-02,03:00,Fuenlabrada,Zaragoza,,,
94,2020-05-02,03:00,CB Herbalife Gran Canaria Claret,Manresa,,,
95,2020-05-02,03:00,UCAM Murcia,Club Joventut de Badalona,,,
96,2020-05-02,03:00,Real Betis,Tenerife,,,
97,2020-05-02,03:00,Real Madrid,Obradoiro,,,
98,2020-05-02,03:00,Unicaja Baloncesto Málaga,Valencia,,,
99,2020-05-02,03:00,Boulazac,Cholet Basket,,,
100,2020-05-02,03:00,Élan Sportif Chalonnais,Orleans,,,
101,2020-05-02,03:00,Chalons-Reims,Gravelines,,,
102,2020-05-02,03:00,Bourg Basket,AS Monaco,,,
103,2020-05-02,03:00,Le Mans,Pau Orthez,,,
104,2020-05-02,03:00,Limoges Cercle Saint-Pierre,Levallois,,,
105,2020-05-02,03:00,Asvel,SIG Basket Strasbourg,,,
106,2020-05-02,03:00,Nanterre,Dijon,,,
107,2020-05-02,03:00,Chorale Roanne,Le Portel,,,
108,2020-05-02,03:00,ALBA Berlin,FC Bayern München,,,
109,2020-05-02,03:00,Brose Baskets,Mitteldeutsche,,,
110,2020-05-02,03:00,S. Frankfurt,Würzburg,,,
111,2020-05-02,03:00,Hamburg Towers,Telekom Basket,,,
112,2020-05-02,03:00,Riesen,BG Göttingen,,,
113,2020-05-02,03:00,Oldenburg,Medi Bayreuth,,,
114,2020-05-02,03:00,Ratiopharm Ulm,Giessen 46ers,,,
115,2020-05-02,03:00,Rasta Vechta,Crailsheim,,,
116,2020-05-02,18:00,Kocaeli,Nazilli,,,
117,2020-05-02,18:00,Ankara Kayı Gençlik,UPS Spor,,,
118,2020-05-02,18:00,Bossan,Başkent Yenişehir,,,
119,2020-05-02,03:00,Pieno Pasvalys,BC Vytautas Prienai Birštonas,,,
120,2020-05-02,03:00,Lietkabelis,Neptunas,,,
121,2020-05-02,08:05,SeaHorses,Osaka Evessa,,,
122,2020-05-02,08:05,NeoPhoenix,Shiga L-Stars,,,
123,2020-05-02,09:05,Chiba Jets,Ryukyu,,,
124,2020-05-02,09:05,Levanga,Toyota Alvark,,,
125,2020-05-02,09:05,Tochigi Brex,Sun Rockers,,,
126,2020-05-02,12:05,Akita NH,Brave Thunders,,,
127,2020-05-02,12:05,Niigata Abirex,Shimane SM,,,
128,2020-05-01,03:00,Türk Telekom Basketbol Kulübü,Bahçeşehir Koleji Spor Kulübü,,,
129,2020-05-01,03:00,Gaziantep BB,Galatasaray,,,
130,2020-05-01,03:00,İTÜ BB,M.Y. Afyon Bld,,,
131,2020-05-01,03:00,FruttiEx Bursa,Fenerbahçe,,,
132,2020-05-01,03:00,Büyükçekmece,TOFAŞ Spor Kulübü,,,
133,2020-05-01,03:00,Bandırma BİK,Darüşşafaka Spor Kulübü,,,
134,2020-05-01,03:00,Beşiktaş,OGM Orman Spor Kulübü,,,
135,2020-05-01,17:00,Ted Ankara,İzmir Büyükşehir Belediyesi Gençlik ve Spor Kulübü,,,
136,2020-05-01,18:00,Karsiyaka Belediyespor,Beylikdüzü,,,
137,2020-05-01,22:00,Breogan,Lleida,,,
138,2020-05-01,22:00,Gipuzkoa,Valladolid,,,
139,2020-05-01,22:00,CB Granada,Caceres,,,
140,2020-05-01,22:00,Penas Huesca,Fundacion,,,
141,2020-05-01,22:00,Bahia San Agustin,Almansa,,,
142,2020-05-01,22:00,Melilla,Amics Castello,,,
143,2020-05-01,22:00,CB Ourense,Leyma Coruna,,,
144,2020-05-01,22:00,Peixegalego,Palencia,,,
145,2020-05-01,22:00,Real Canoe NC,Oviedo,,,
146,2020-05-01,03:00,Blois 41,Lille BC,,,
147,2020-05-01,03:00,Denain Voltair,Aix Maurienne,,,
148,2020-05-01,03:00,Fos Provence,Quimper,,,
149,2020-05-01,03:00,Gries,Paris,,,
150,2020-05-01,03:00,Hermine,Saint Quentin,,,
151,2020-05-01,03:00,Poitiers,Evreux,,,
152,2020-05-01,03:00,S'weyersheim,Nancy Basket,,,
153,2020-05-01,03:00,Saint Chamond,Antibes,,,
154,2020-05-01,21:30,Rouen Basket,Vichy Clermont,,,
155,2020-05-01,08:00,Taranaki,Franklin Bulls,,,
156,2020-05-01,13:05,NeoPhoenix,Shiga L-Stars,,,
157,2020-04-30,21:30,Braunschweig,ALBA Berlin,,,
158,2020-04-30,03:00,BC Žalgiris Kaunas,BC Nevėžis Kėdainiai,,,
159,2020-04-30,03:00,Dzukija Alytus,BC Juventus Utena,,,
160,2020-04-30,01:00,Yokohama BC,Toyama Grouses,,,
161,2020-04-30,03:30,Esgrima,Almagro,,,
162,2020-04-30,03:30,Atenas,Corrientes,,,
163,2020-04-30,03:30,Arjantin,La Union,,,
164,2020-04-30,03:30,Obras,Ferro,,,
165,2020-04-30,03:30,Olimpico,Comunicaciones,,,
166,2020-04-30,03:30,Penarol,Boca Juniors,,,
167,2020-04-30,03:30,Platense,Concordia,,,
168,2020-04-30,03:30,Quimsa,Hispano,,,
169,2020-04-30,03:30,Bahia,Libertad,,,
170,2020-04-30,03:30,I. Atletico Central Cordoba,Regatas,,,
171,2020-04-30,12:00,Luxgen Dinos,Taiwan Beer,78,117,İY 34-69
172,2020-04-29,03:00,Giessen 46ers,Braunschweig,,,
173,2020-04-29,03:00,BG Göttingen,Brose Baskets,,,
174,2020-04-29,03:00,Mitteldeutsche,Ratiopharm Ulm,,,
175,2020-04-29,03:00,Oldenburg,Crailsheim,,,
176,2020-04-29,03:00,Pieno Pasvalys,Vilnius Rytas,,,
177,2020-04-29,03:00,BC CBet Prienai,Lietkabelis,,,
178,2020-04-29,03:00,BC Siauliai,Neptunas,,,
179,2020-04-29,09:05,Levanga,Akita NH,,,
180,2020-04-29,11:05,Toyota Alvark,Tochigi Brex,,,
181,2020-04-29,12:05,Brave Thunders,SeaHorses,,,
182,2020-04-29,13:05,Ryukyu,Osaka Evessa,,,
183,2020-04-29,13:35,Sun Rockers,Chiba Jets,,,
184,2020-04-28,03:00,Dijon,Boulazac,,,
185,2020-04-28,03:00,Pau Orthez,Nanterre,,,
186,2020-04-28,03:00,Gravelines,Asvel,,,
187,2020-04-28,03:00,Bourg Basket,Limoges Cercle Saint-Pierre,,,
188,2020-04-28,03:00,Le Portel,Élan Sportif Chalonnais,,,
189,2020-04-28,03:00,Levallois,Cholet Basket,,,
190,2020-04-28,03:00,AS Monaco,Le Mans,,,
191,2020-04-28,03:00,Orleans,Chalons-Reims,,,
192,2020-04-28,03:00,SIG Basket Strasbourg,Chorale Roanne,,,
193,2020-04-28,03:00,Medi Bayreuth,S. Frankfurt,,,
194,2020-04-28,03:00,Telekom Basket,Rasta Vechta,,,
195,2020-04-28,03:00,Würzburg,Hamburg Towers,,,
196,2020-04-28,03:00,Antibes,Blois 41,,,
197,2020-04-28,03:00,Lille BC,Evreux,,,
198,2020-04-28,03:00,Nancy Basket,Gries,,,
199,2020-04-28,03:00,Paris,Saint Chamond,,,
200,2020-04-28,03:00,Quimper,Poitiers,,,
201,2020-04-28,03:00,Rouen Basket,Aix Maurienne,,,
202,2020-04-28,03:00,Saint Quentin,Fos Provence,,,
203,2020-04-28,03:00,S'weyersheim,Hermine,,,
204,2020-04-28,03:00,Vichy Clermont,Denain Voltair,,,
205,2020-04-28,02:00,Boca Juniors,La Union,,,
206,2020-04-28,03:00,I. Atletico Central Cordoba,Corrientes,,,
207,2020-04-28,03:00,Penarol,Libertad,,,
208,2020-04-28,03:00,Almagro,Concordia,,,
209,2020-04-28,03:30,Atenas,Regatas,,,
210,2020-04-28,04:00,Olimpico,Hispano,,,
211,2020-04-28,04:00,Quimsa,Comunicaciones,,,
212,2020-04-28,12:00,Taiwan Beer,Luxgen Dinos,81,99,İY 40-47
213,2020-04-27,02:00,Platense,Obras,,,
214,2020-04-26,13:30,CD Saski Baskonia,UCAM Murcia,,,
215,2020-04-26,13:30,CB RETAbet Bilbao Berri Basket,FC Barcelona Lassa Bàsquet,,,
216,2020-04-26,18:00,Manresa,Fuenlabrada,,,
217,2020-04-26,19:30,Valencia,Real Madrid,,,
218,2020-04-26,21:00,CB Herbalife Gran Canaria Claret,Real Betis,,,
219,2020-04-26,19:15,Cantu,Olimpia Milano,,,
220,2020-04-26,19:15,Enel Brindisi,Vanoli,,,
221,2020-04-26,19:15,Virtus Bologna,Trento,,,
222,2020-04-26,19:15,Venezia,Brescia,,,
223,2020-04-26,19:15,Trieste,Pesaro,,,
224,2020-04-26,19:15,Dinamo Sassari,Pistoia,,,
225,2020-04-26,19:15,Reggio Emilia,F. Bologna,,,
226,2020-04-26,19:15,Varese,Uni Treviso,,,
227,2020-04-26,03:00,ALBA Berlin,Würzburg,,,
228,2020-04-26,03:00,Brose Baskets,Medi Bayreuth,,,
229,2020-04-26,03:00,Braunschweig,Telekom Basket,,,
230,2020-04-26,03:00,Hamburg Towers,FC Bayern München,,,
231,2020-04-26,03:00,Ratiopharm Ulm,Oldenburg,,,
232,2020-04-26,19:00,Riesen,Giessen 46ers,,,
233,2020-04-26,03:00,BC Avtodor Saratov,BC UNICS Kazan,,,
234,2020-04-26,03:00,BC Astana,Parma Basket,,,
235,2020-04-26,03:00,BC Enisey Krasnoyarsk,Nizhny,,,
236,2020-04-26,03:00,BC Tsmoki-Minsk,BC Kalev Cramo,,,
237,2020-04-26,16:00,Erzurum Büyükşehir Belediye Gençlik Spor Kulübü,Geçit Spor,,,
238,2020-04-26,17:00,Çorlu Bld.,Karsiyaka Belediyespor,,,
239,2020-04-26,03:00,BC Siauliai,Pieno Pasvalys,,,
240,2020-04-26,03:00,Neptunas,Vilnius Rytas,,,
241,2020-04-26,07:35,Shimane SM,Ryukyu,,,
242,2020-04-26,08:05,Sun Rockers,Toyama Grouses,,,
243,2020-04-26,08:05,Kyoto Hannaryz,Levanga,,,
244,2020-04-26,08:05,NeoPhoenix,Akita NH,,,
245,2020-04-26,08:05,Niigata Abirex,SeaHorses,,,
246,2020-04-26,08:05,Shiga L-Stars,Chiba Jets,,,
247,2020-04-26,09:05,Tochigi Brex,Yokohama BC,,,
248,2020-04-26,09:05,Dolphins,Toyota Alvark,,,
249,2020-04-26,10:05,Brave Thunders,Osaka Evessa,,,
250,2020-04-26,02:30,Bahia,Concordia,,,
251,2020-04-26,03:00,Ferro,Hispano,,,
252,2020-04-26,03:00,Arjantin,Libertad,,,
253,2020-04-26,12:00,Luxgen Dinos,Taiwan Beer,82,90,İY 37-42
254,2020-04-25,19:00,Obradoiro,Unicaja Baloncesto Málaga,,,
255,2020-04-25,19:00,Burgos,Estudiantes,,,
256,2020-04-25,21:30,Club Joventut de Badalona,BC MoraBanc Andorra,,,
257,2020-04-25,21:30,Tenerife,Zaragoza,,,
258,2020-04-25,03:00,Crailsheim,Mitteldeutsche,,,
259,2020-04-25,03:00,S. Frankfurt,BG Göttingen,,,
260,2020-04-25,14:00,İzmir Büyükşehir Belediyesi Gençlik ve Spor Kulübü,Kocaeli,,,
261,2020-04-25,14:30,Başkent Yenişehir,Beylikdüzü,,,
262,2020-04-25,17:00,UPS Spor,Murat Paşaoğlu SK,,,
263,2020-04-25,18:00,Nazilli,Ankara Kayı Gençlik,,,
264,2020-04-25,03:00,BC Vytautas Prienai Birštonas,BC Nevėžis Kėdainiai,,,
265,2020-04-25,03:00,BC Žalgiris Kaunas,BC Juventus Utena,,,
266,2020-04-25,03:00,Lietkabelis,Dzukija Alytus,,,
267,2020-04-25,19:30,Oviedo,Peixegalego,,,
268,2020-04-25,20:00,Almansa,Melilla,,,
269,2020-04-25,20:00,CB Ourense,Breogan,,,
270,2020-04-25,09:05,Tochigi Brex,Yokohama BC,,,
271,2020-04-25,09:05,Dolphins,Toyota Alvark,,,
272,2020-04-25,11:05,Sun Rockers,Toyama Grouses,,,
273,2020-04-25,11:05,NeoPhoenix,Akita NH,,,
274,2020-04-25,12:05,Brave Thunders,Osaka Evessa,,,
275,2020-04-25,12:05,Kyoto Hannaryz,Levanga,,,
276,2020-04-25,12:05,Niigata Abirex,SeaHorses,,,
277,2020-04-25,12:05,Shiga L-Stars,Chiba Jets,,,
278,2020-04-25,12:35,Shimane SM,Ryukyu,,,
279,2020-04-25,01:00,Obras,Quimsa,,,
280,2020-04-25,03:30,Corrientes,Boca Juniors,,,
281,2020-04-24,03:00,Bahçeşehir Koleji Spor Kulübü,Gaziantep BB,,,
282,2020-04-24,03:00,Türk Telekom Basketbol Kulübü,Beşiktaş,,,
283,2020-04-24,03:00,Galatasaray,İTÜ BB,,,
284,2020-04-24,03:00,M.Y. Afyon Bld,FruttiEx Bursa,,,
285,2020-04-24,03:00,Fenerbahçe,Büyükçekmece,,,
286,2020-04-24,03:00,TOFAŞ Spor Kulübü,Bandırma BİK,,,
287,2020-04-24,03:00,Darüşşafaka Spor Kulübü,Anadolu Efes Spor Kulübü,,,
288,2020-04-24,03:00,Pınar Karşıyaka Spor Kulübü,OGM Orman Spor Kulübü,,,
289,2020-04-24,03:00,Samsunspor,Düzce Bld.,,,
290,2020-04-24,03:00,Manisa Bşb,Merkezefendi,,,
291,2020-04-24,03:00,Final Spor,Bornova Belediye Spor Kulübü,,,
292,2020-04-24,03:00,Balıkesir BŞB,Mamak Belediyesi,,,
293,2020-04-24,03:00,Selçuklu Bld,Sigortam.net,,,
294,2020-04-24,03:00,Petkim Spor,Gemlik Basketbol Kulübü,,,
295,2020-04-24,03:00,Ankara Anadolu,Akhisar Belediye,,,
296,2020-04-24,03:00,Semt77 Yalova,Fethiye Belediye Basketbol Kulübü,,,
297,2020-04-24,21:30,ALBA Berlin,Giessen 46ers,,,
298,2020-04-24,15:00,Ege Üniversitesi Gençlik,Ted Ankara,,,
299,2020-04-24,21:45,Fundacion,Gipuzkoa,,,
300,2020-04-24,21:45,Amics Castello,Real Canoe NC,,,
301,2020-04-24,21:45,Valladolid,CB Granada,,,
302,2020-04-24,22:00,Caceres,Leyma Coruna,,,
303,2020-04-24,22:00,Lleida,Bahia San Agustin,,,
304,2020-04-24,22:00,Palencia,Penas Huesca,,,
305,2020-04-24,03:00,Comunicaciones,Platense,,,
306,2020-04-24,03:30,Esgrima,Atenas,,,
307,2020-04-24,04:00,La Union,Penarol,,,
308,2020-04-24,04:00,Olimpico,I. Atletico Central Cordoba,,,
309,2020-04-24,12:00,Taiwan Beer,Luxgen Dinos,94,74,İY 40-47
310,2020-04-23,01:00,CD Saski Baskonia,Zaragoza,,,
311,2020-04-23,01:00,CB RETAbet Bilbao Berri Basket,UCAM Murcia,,,
312,2020-04-23,01:00,Estudiantes,Fuenlabrada,,,
313,2020-04-23,01:00,Manresa,Club Joventut de Badalona,,,
314,2020-04-23,01:00,Real Betis,Obradoiro,,,
315,2020-04-23,01:00,Real Madrid,FC Barcelona Lassa Bàsquet,,,
316,2020-04-23,01:00,Burgos,CB Herbalife Gran Canaria Claret,,,
317,2020-04-23,01:00,Tenerife,Valencia,,,
318,2020-04-23,01:00,Unicaja Baloncesto Málaga,BC MoraBanc Andorra,,,
319,2020-04-23,20:00,Telekom Basket,FC Bayern München,,,
320,2020-04-23,03:00,Pieno Pasvalys,Neptunas,,,
321,2020-04-23,03:00,Vilnius Rytas,BC Juventus Utena,,,
322,2020-04-23,08:30,Canterbury Rams,Manawatu,,,
323,2020-04-23,03:30,Regatas,Boca Juniors,,,
324,2020-04-23,12:00,Luxgen Dinos,Taiwan Beer,89,83,İY 48-45
325,2020-04-22,03:00,Medi Bayreuth,Rasta Vechta,,,
326,2020-04-22,03:00,Mitteldeutsche,Hamburg Towers,,,
327,2020-04-22,03:00,Oldenburg,Braunschweig,,,
328,2020-04-22,03:00,Würzburg,Ratiopharm Ulm,,,
329,2020-04-22,03:00,BC Nevėžis Kėdainiai,Lietkabelis,,,
330,2020-04-22,03:00,Dzukija Alytus,BC Siauliai,,,
331,2020-04-22,03:00,BC Žalgiris Kaunas,BC CBet Prienai,,,
332,2020-04-22,13:05,Dolphins,Shiga L-Stars,,,
333,2020-04-22,13:05,NeoPhoenix,Niigata Abirex,,,
334,2020-04-22,13:05,Shimane SM,Kyoto Hannaryz,,,
335,2020-04-22,02:30,Regatas,Almagro,,,
336,2020-04-22,03:00,Ferro,Atenas,,,
337,2020-04-22,03:30,Corrientes,Penarol,,,
338,2020-04-22,03:30,Concordia,Platense,,,
339,2020-04-22,04:00,Quimsa,I. Atletico Central Cordoba,,,
340,2020-04-21,03:00,Boulazac,Bourg Basket,,,
341,2020-04-21,03:00,Chalons-Reims,Levallois,,,
342,2020-04-21,03:00,Cholet Basket,Pau Orthez,,,
343,2020-04-21,03:00,Le Mans,Orleans,,,
344,2020-04-21,03:00,Limoges Cercle Saint-Pierre,Chorale Roanne,,,
345,2020-04-21,03:00,Asvel,Dijon,,,
346,2020-04-21,03:00,AS Monaco,Élan Sportif Chalonnais,,,
347,2020-04-21,03:00,Nanterre,Le Portel,,,
348,2020-04-21,03:00,SIG Basket Strasbourg,Gravelines,,,
349,2020-04-21,03:00,Giessen 46ers,ALBA Berlin,,,
350,2020-04-21,03:00,BG Göttingen,Crailsheim,,,
351,2020-04-21,03:00,Blois 41,Nancy Basket,,,
352,2020-04-21,03:00,Aix Maurienne,Paris,,,
353,2020-04-21,03:00,Denain Voltair,Rouen Basket,,,
354,2020-04-21,03:00,Evreux,Vichy Clermont,,,
355,2020-04-21,03:00,Fos Provence,S'weyersheim,,,
356,2020-04-21,03:00,Gries,Antibes,,,
357,2020-04-21,03:00,Hermine,Quimper,,,
358,2020-04-21,03:00,Poitiers,Saint Quentin,,,
359,2020-04-21,03:00,Saint Chamond,Lille BC,,,
360,2020-04-21,01:00,Obras,La Union,,,
361,2020-04-21,03:30,Libertad,Esgrima,,,
362,2020-04-21,12:00,Taiwan Beer,Luxgen Dinos,83,88,İY 35-41
363,2020-04-21,03:00,Krka,Helios Domzale,,,
364,2020-04-21,03:00,KK Rogaska,Hopsi Polzela,,,
365,2020-04-21,03:00,Cedevita,Primorska,,,
366,2020-04-20,03:00,Olimpico,Bahia,,,
367,2020-04-20,03:30,Regatas,Penarol,,,
368,2020-04-19,18:00,BC MoraBanc Andorra,Manresa,,,
369,2020-04-19,18:00,UCAM Murcia,Burgos,,,
370,2020-04-19,19:00,Real Madrid,Tenerife,,,
371,2020-04-19,19:30,Unicaja Baloncesto Málaga,FC Barcelona Lassa Bàsquet,,,
372,2020-04-19,21:00,Estudiantes,Obradoiro,,,
373,2020-04-19,21:00,Zaragoza,Valencia,,,
374,2020-04-19,19:15,Pesaro,Venezia,,,
375,2020-04-19,19:15,Vanoli,Dinamo Sassari,,,
376,2020-04-19,19:15,Uni Treviso,Enel Brindisi,,,
377,2020-04-19,19:15,F. Bologna,Trieste,,,
378,2020-04-19,19:15,Trento,Varese,,,
379,2020-04-19,19:15,Brescia,Cantu,,,
380,2020-04-19,19:15,Olimpia Milano,Virtus Bologna,,,
381,2020-04-19,19:15,Virtus Bologna,Reggio Emilia,,,
382,2020-04-19,03:00,ALBA Berlin,Telekom Basket,,,
383,2020-04-19,03:00,Brose Baskets,Oldenburg,,,
384,2020-04-19,03:00,Braunschweig,Medi Bayreuth,,,
385,2020-04-19,03:00,S. Frankfurt,Mitteldeutsche,,,
386,2020-04-19,03:00,Riesen,Würzburg,,,
387,2020-04-19,03:00,Ratiopharm Ulm,FC Bayern München,,,
388,2020-04-19,03:00,BC UNICS Kazan,Parma Basket,,,
389,2020-04-19,03:00,BC Enisey Krasnoyarsk,BC Tsmoki-Minsk,,,
390,2020-04-19,03:00,Nizhny,BC Astana,,,
391,2020-04-19,17:00,Murat Paşaoğlu SK,Nazilli,,,
392,2020-04-19,03:00,KK Anwil,Polski Torun,,,
393,2020-04-19,03:00,Stal Ostrow,Legia Warszawa,,,
394,2020-04-19,03:00,Start Lublin,Astoria,,,
395,2020-04-19,03:00,Slask Wroclaw,Zielona Gora,,,
396,2020-04-19,03:00,Gliwice,KS ROSA Radom,,,
397,2020-04-19,03:00,Trefl Sopot,D. Gornicza,,,
398,2020-04-19,03:00,Spojnia,Wilki Morskie,,,
399,2020-04-19,03:00,Starogard,Asseco Gdynia,,,
400,2020-04-19,03:00,BC Vytautas Prienai Birštonas,BC Juventus Utena,,,
401,2020-04-19,03:00,Lietkabelis,BC Žalgiris Kaunas,,,
402,2020-04-19,03:00,BC Siauliai,Vilnius Rytas,,,
403,2020-04-19,18:00,Gipuzkoa,Palencia,,,
404,2020-04-19,19:00,Bahia San Agustin,CB Ourense,,,
405,2020-04-19,16:00,Scorchers,Wolves,,,
406,2020-04-19,17:00,Raiders,Sharks,,,
407,2020-04-19,19:00,Glasgow Rocks,Riders,,,
408,2020-04-19,19:00,Man Giants,Bristol Flyers,,,
409,2020-04-19,19:30,Phoenix,Eagles,,,
410,2020-04-19,03:00,Manawatu,Franklin Bulls,,,
411,2020-04-19,08:05,Akita NH,Sun Rockers,,,
412,2020-04-19,08:05,Niigata Abirex,Toyama Grouses,,,
413,2020-04-19,08:05,SeaHorses,NeoPhoenix,,,
414,2020-04-19,08:05,Shiga L-Stars,Ryukyu,,,
415,2020-04-19,09:05,Chiba Jets,Toyota Alvark,,,
416,2020-04-19,09:05,Dolphins,Shimane SM,,,
417,2020-04-19,09:05,Osaka Evessa,Kyoto Hannaryz,,,
