,date,start_time,team1,team2,team1_score,team2_score,first_half_score
34,2020-04-05,17:30,Parma Basket,L. Kuban,,,
35,2020-04-05,17:00,Murat Paşaoğlu SK,Ege Üniversitesi Gençlik,,,
36,2020-04-05,03:00,D. Gornicza,Asseco Gdynia,,,
37,2020-04-05,03:00,KS ROSA Radom,Starogard,,,
38,2020-04-05,03:00,Legia Warszawa,Gliwice,,,
39,2020-04-05,03:00,BC Juventus Utena,BC Nevėžis Kėdainiai,,,
40,2020-04-05,03:00,Neptunas,BC Žalgiris Kaunas,,,
41,2020-04-05,19:00,Leyma Coruna,Bahia San Agustin,,,
42,2020-04-05,17:00,Raiders,Wolves,,,
43,2020-04-05,19:00,Man Giants,Glasgow Rocks,,,
44,2020-04-05,19:30,Phoenix,Lions,,,
45,2020-04-05,07:05,Ryukyu,Osaka Evessa,,,
46,2020-04-05,08:05,Akita NH,Levanga,,,
47,2020-04-05,08:05,Kyoto Hannaryz,Shimane SM,,,
48,2020-04-05,08:05,Niigata Abirex,NeoPhoenix,,,
49,2020-04-05,09:05,Toyota Alvark,Tochigi Brex,,,
50,2020-04-05,09:05,Chiba Jets,Sun Rockers,,,
51,2020-04-05,09:05,Dolphins,Shiga L-Stars,,,
52,2020-04-05,09:05,Yokohama BC,Toyama Grouses,,,
53,2020-04-05,10:05,Brave Thunders,SeaHorses,,,
54,2020-04-05,02:00,Atenas,Comunicaciones,,,
55,2020-04-05,03:00,Platense,Arjantin,,,
56,2020-04-05,11:00,Pauian Archiland Basketball Team,Taiwan Beer,72,99,İY 31-45
57,2020-04-05,13:00,Kinmen,Luxgen Dinos,102,90,İY 47-47
58,2020-04-04,13:00,İTÜ BB,Gaziantep BB,,,
59,2020-04-04,15:15,OGM Orman Spor Kulübü,Fenerbahçe,,,
60,2020-04-04,17:30,FruttiEx Bursa,Türk Telekom Basketbol Kulübü,,,
61,2020-04-04,14:00,Manisa Bşb,Semt77 Yalova,,,
62,2020-04-04,16:00,Mamak Belediyesi,Ankara Anadolu,,,
63,2020-04-04,17:00,Samsunspor,Final Spor,,,
64,2020-04-04,17:00,Gemlik Basketbol Kulübü,Akhisar Belediye,,,
65,2020-04-04,13:00,Elazığ İl Özel İdare Basketbol,Samsun Canik Belediye Spor Kulübü,,,
66,2020-04-04,13:00,Galatasaray Spor Kulübü,Kayseri BB (K),,,
67,2020-04-04,15:00,Adana BK,Botaş (K),,,
68,2020-04-04,14:00,Bursa Büyükşehir Belediyesi Spor Kulübü,Emlak Konut(K),,,
69,2020-04-04,17:00,Düzce Belediye Gençlik ve Spor Kulübü,Yalova VIP Gençlik Spor Kulübü,,,
70,2020-04-04,17:30,İstanbul Üniversitesi Basketbol Kulübü,Botaş G. (K),,,
71,2020-04-04,02:00,Detroit,Miami,,,
72,2020-04-04,02:00,Indiana,Brooklyn,,,
73,2020-04-04,02:00,Washington,Philadelphia,,,
74,2020-04-04,02:30,Atlanta,Charlotte,,,
75,2020-04-04,02:30,Boston,Orlando,,,
76,2020-04-04,02:30,New York,Minnesota,,,
77,2020-04-04,02:30,Toronto,Milwaukee,,,
78,2020-04-04,03:00,Memphis,Dallas,,,
79,2020-04-04,03:30,San Antonio,Golden State,,,
80,2020-04-04,04:00,Denver,Chicago,,,
81,2020-04-04,05:00,Phoenix,Cleveland,,,
82,2020-04-04,22:30,LA Clippers,Oklahoma,,,
83,2020-04-04,19:00,Obradoiro,CB Herbalife Gran Canaria Claret,,,
84,2020-04-04,19:00,Real Betis,UCAM Murcia,,,
85,2020-04-04,21:30,CB RETAbet Bilbao Berri Basket,Club Joventut de Badalona,,,
86,2020-04-04,21:30,Tenerife,BC MoraBanc Andorra,,,
87,2020-04-04,03:00,Boulazac,Asvel,,,
88,2020-04-04,03:00,Cholet Basket,SIG Basket Strasbourg,,,
89,2020-04-04,03:00,Dijon,Chalons-Reims,,,
90,2020-04-04,03:00,Pau Orthez,Limoges Cercle Saint-Pierre,,,
91,2020-04-04,03:00,Gravelines,Le Mans,,,
92,2020-04-04,03:00,Bourg Basket,Levallois,,,
93,2020-04-04,03:00,Le Portel,Orleans,,,
94,2020-04-04,03:00,Nanterre,Élan Sportif Chalonnais,,,
95,2020-04-04,03:00,Chorale Roanne,AS Monaco,,,
96,2020-04-04,03:00,Braunschweig,S. Frankfurt,,,
97,2020-04-04,03:00,Hamburg Towers,Oldenburg,,,
98,2020-04-04,03:00,Ratiopharm Ulm,Brose Baskets,,,
99,2020-04-04,14:30,Geçit Spor,İzmir Büyükşehir Belediyesi Gençlik ve Spor Kulübü,,,
100,2020-04-04,14:30,Başkent Yenişehir,Erzurum Büyükşehir Belediye Gençlik Spor Kulübü,,,
101,2020-04-04,18:00,Ankara Kayı Gençlik,Çorlu Bld.,,,
102,2020-04-04,18:00,Kocaeli,Ted Ankara,,,
103,2020-04-04,18:00,Bossan,Nazilli,,,
104,2020-04-04,03:00,C. Rodos,Hephaestus,,,
105,2020-04-04,03:00,PAOK,Kymis Lavrio,,,
106,2020-04-04,03:00,Aris,AEK,,,
107,2020-04-04,03:00,Ionikos,Rethymno,,,
108,2020-04-04,03:00,Promitheas,Iraklis,,,
109,2020-04-04,03:00,Ermis Agias,Panionios,,,
110,2020-04-04,03:00,Panathinaikos BC Superfoods,Peristeri,,,
111,2020-04-04,03:00,Wilki Morskie,KK Anwil,,,
112,2020-04-04,03:00,Astoria,Trefl Sopot,,,
113,2020-04-04,03:00,Polski Torun,Slask Wroclaw,,,
114,2020-04-04,03:00,Stal Ostrow,Start Lublin,,,
115,2020-04-04,03:00,Vilnius Rytas,Dzukija Alytus,,,
116,2020-04-04,03:00,Pieno Pasvalys,Lietkabelis,,,
117,2020-04-04,03:00,BC Vytautas Prienai Birštonas,BC Siauliai,,,
118,2020-04-04,19:30,CB Granada,Oviedo,,,
119,2020-04-04,21:00,Peixegalego,Lleida,,,
120,2020-04-04,21:00,Man Giants,Riders,,,
121,2020-04-04,21:30,Lions,Wolves,,,
122,2020-04-04,21:30,Bristol Flyers,Eagles,,,
123,2020-04-04,09:05,Toyota Alvark,Tochigi Brex,,,
124,2020-04-04,09:05,Chiba Jets,Sun Rockers,,,
125,2020-04-04,09:05,Dolphins,Shiga L-Stars,,,
126,2020-04-04,11:05,Yokohama BC,Toyama Grouses,,,
127,2020-04-04,12:05,Akita NH,Levanga,,,
128,2020-04-04,12:05,Brave Thunders,SeaHorses,,,
129,2020-04-04,12:05,Kyoto Hannaryz,Shimane SM,,,
130,2020-04-04,12:05,Niigata Abirex,NeoPhoenix,,,
131,2020-04-04,12:05,Ryukyu,Osaka Evessa,,,
132,2020-04-04,01:00,Obras,Almagro,,,
133,2020-04-04,02:00,Boca Juniors,Regatas,,,
134,2020-04-04,03:00,Penarol,Quimsa,,,
135,2020-04-04,03:00,Bahia,I. Atletico Central Cordoba,,,
136,2020-04-04,04:00,La Union,Olimpico,,,
137,2020-04-04,18:50,Flamengo,Franca,,,
138,2020-04-04,18:50,Botafogo,Bauru,,,
139,2020-04-04,18:50,Paulistano,Corinthians,,,
140,2020-04-04,18:50,São Paulo Futebol Clube,Pinheiros/SKY,,,
141,2020-04-04,18:50,Brasilia,Minas,,,
142,2020-04-04,18:50,Cearense,Unifacisa,,,
143,2020-04-04,18:50,Pato Basquete,Sao Jose,,,
144,2020-04-04,18:50,Rio Claro,Cruzes,,,
145,2020-04-04,12:00,Taiwan Beer,Bank of Taiwan,78,68,İY 45-25
146,2020-04-04,14:00,Luxgen Dinos,Pauian Archiland Basketball Team,82,109,İY 42-58
147,2020-04-04,03:00,Podcetrtek,Sentjur,,,
148,2020-04-04,03:00,KK Sencur,Podcetrtek,,,
149,2020-04-04,03:00,Krka,Cedevita,,,
150,2020-04-04,03:00,Primorska,KK Rogaska,,,
151,2020-04-04,03:00,Hopsi Polzela,Helios Domzale,,,
152,2020-04-04,18:30,Ostrava,Brno,,,
153,2020-04-04,18:45,Kolin,Kralovsti Soko,,,
154,2020-04-04,18:00,CEZ Nymburk,Olomoucko,,,
155,2020-04-04,19:00,Opava,Pardubice,,,
156,2020-04-04,19:00,USK Praha,Usti nad Labem,,,
157,2020-04-04,19:00,Turi Svitavy,Decin,,,
158,2020-04-04,21:00,Timberwolves,Traiskirchen,,,
159,2020-04-04,21:00,Graz,BC Hallmann,,,
160,2020-04-04,21:00,Swans Gmunden,Dukes,,,
161,2020-04-04,21:00,St. Pölten,Kapfenberg,,,
162,2020-04-04,21:00,Flyers Wels,Oberwart,,,
163,2020-04-04,03:00,Runa,Ural,,,
164,2020-04-04,03:00,Ufimets,BK Samara,,,
165,2020-04-04,03:00,BK Spartak,Burevestnik,,,
166,2020-04-04,03:00,Temp,Uralmash,,,
167,2020-04-04,03:00,Vostok 65,S.Primorye,,,
168,2020-04-04,03:00,Novosibirsk,Univ Yugra,,,
169,2020-04-04,03:00,CSKA Moskva II,Kupol Rodniki,,,
170,2020-04-03,20:00,BC Khimki,Anadolu Efes Spor Kulübü,,,
171,2020-04-03,20:00,BC Žalgiris Kaunas,PBK CSKA Moskva,,,
172,2020-04-03,21:00,Panathinaikos BC Superfoods,M. Tel Aviv,,,
173,2020-04-03,21:30,FC Bayern München,KK Crvena Zvezda,,,
174,2020-04-03,22:00,CD Saski Baskonia,Valencia,,,
175,2020-04-03,18:00,Düzce Bld.,Balıkesir BŞB,,,
176,2020-04-03,18:00,Bornova Belediye Spor Kulübü,Petkim Spor,,,
177,2020-04-03,19:00,Merkezefendi,Selçuklu Bld,,,
178,2020-04-03,13:30,Nesibe Aydın Spor Kulübü,Antalya 07 (K),,,
179,2020-04-03,18:00,Urla Belediyesi Gençlik Spor Kulübü,Sakarya Y. (K),,,
180,2020-04-03,03:00,Houston,Golden State,,,
181,2020-04-03,05:00,Sacramento,LA Clippers,,,
182,2020-04-03,05:30,Portland,Utah,,,
183,2020-04-03,03:00,Medi Bayreuth,Crailsheim,,,
184,2020-04-03,18:30,Beylikdüzü,UPS Spor,,,
185,2020-04-03,21:00,Real Canoe NC,CB Ourense,,,
186,2020-04-03,21:15,Melilla,Breogan,,,
187,2020-04-03,21:30,Gipuzkoa,Amics Castello,,,
188,2020-04-03,21:45,Valladolid,Fundacion,,,
189,2020-04-03,22:00,Caceres,Palencia,,,
190,2020-04-03,22:00,Penas Huesca,Almansa,,,
191,2020-04-03,22:00,Riders,Scorchers,,,
192,2020-04-03,03:00,Aix Maurienne,Gries,,,
193,2020-04-03,03:00,Denain Voltair,Blois 41,,,
194,2020-04-03,03:00,Evreux,Nancy Basket,,,
195,2020-04-03,03:00,Hermine,Vichy Clermont,,,
196,2020-04-03,03:00,Poitiers,Antibes,,,
197,2020-04-03,03:00,Quimper,Saint Quentin,,,
198,2020-04-03,03:00,Rouen Basket,S'weyersheim,,,
199,2020-04-03,03:00,Saint Chamond,Fos Provence,,,
200,2020-04-03,03:30,Esgrima,Arjantin,,,
201,2020-04-03,03:30,Concordia,Ferro,,,
202,2020-04-03,01:00,Botafogo,Franca,,,
203,2020-04-03,03:00,Flamengo,Bauru,,,
204,2020-04-03,12:00,Bank of Taiwan,Luxgen Dinos,85,82,İY 44-46
205,2020-04-03,14:00,Pauian Archiland Basketball Team,Kinmen,88,79,İY 47-42
206,2020-04-02,20:00,BK Zenit Saint Petersburg,Olimpia Milano,,,
207,2020-04-02,20:45,Fenerbahçe,Olympiacos BC,,,
208,2020-04-02,21:00,ALBA Berlin,Asvel,,,
209,2020-04-02,22:00,FC Barcelona Lassa Bàsquet,Real Madrid,,,
210,2020-04-02,02:00,Orlando,Charlotte,,,
211,2020-04-02,02:00,Washington,New Orleans,,,
212,2020-04-02,02:30,Boston,Miami,,,
213,2020-04-02,02:30,Brooklyn,Detroit,,,
214,2020-04-02,03:00,Memphis,New York,,,
215,2020-04-02,03:00,Minnesota,Dallas,,,
216,2020-04-02,03:00,Oklahoma,Phoenix,,,
217,2020-04-02,04:00,Milwaukee,Toronto,,,
218,2020-04-02,04:00,Utah,Cleveland,,,
219,2020-04-02,05:30,LA Lakers,Indiana,,,
220,2020-04-02,03:00,Zielona Gora,Spojnia,,,
221,2020-04-02,21:30,Sharks,Raiders,,,
222,2020-04-02,02:30,Bahia,Quimsa,,,
223,2020-04-02,03:00,Penarol,I. Atletico Central Cordoba,,,
224,2020-04-02,03:00,Platense,Atenas,,,
225,2020-04-02,03:00,Almagro,Libertad,,,
226,2020-04-02,03:30,Corrientes,Olimpico,,,
227,2020-04-02,02:00,Pato Basquete,Cruzes,,,
228,2020-04-01,15:00,Orman G. (K),Adana BK,,,
229,2020-04-01,17:00,Hatay Büyükşehir Belediye Spor Kulübü,Galatasaray Spor Kulübü,,,
230,2020-04-01,17:00,İzmit Belediye spor Kulübü,Kayseri BB (K),,,
231,2020-04-01,17:00,Çukurova (K),Elazığ İl Özel İdare Basketbol,,,
232,2020-04-01,18:00,Botaş (K),Beşiktaş (K),,,
233,2020-04-01,19:00,Fenerbahçe Spor Kulübü,Çankaya Üniversitesi Spor Kulübü,,,
234,2020-04-01,02:30,Atlanta,New Orleans,,,
235,2020-04-01,02:30,Philadelphia,Houston,,,
236,2020-04-01,05:00,Golden State,Denver,,,
237,2020-04-01,05:00,Sacramento,San Antonio,,,
238,2020-04-01,21:30,Lions,Eagles,,,
239,2020-04-01,13:05,Brave Thunders,Niigata Abirex,,,
240,2020-04-01,13:05,Chiba Jets,Akita NH,,,
241,2020-04-01,13:05,Dolphins,Kyoto Hannaryz,,,
242,2020-04-01,13:05,Levanga,Toyota Alvark,,,
243,2020-04-01,13:05,Shimane SM,Ryukyu,,,
244,2020-04-01,13:05,Sun Rockers,Tochigi Brex,,,
245,2020-04-01,13:05,Toyama Grouses,NeoPhoenix,,,
246,2020-04-01,13:05,Yokohama BC,SeaHorses,,,
247,2020-04-01,13:15,Shiga L-Stars,Osaka Evessa,,,
248,2020-04-01,02:00,Obras,Hispano,,,
249,2020-04-01,03:00,Comunicaciones,Ferro,,,
250,2020-04-01,02:00,Brasilia,Unifacisa,,,
251,2020-04-01,02:00,Rio Claro,Paulistano,,,
252,2020-04-01,18:30,Pardubice,Decin,,,
253,2020-04-01,19:00,Usti nad Labem,Turi Svitavy,,,
254,2020-04-01,19:00,Opava,Olomoucko,,,
255,2020-03-31,02:00,Charlotte,Miami,,,
256,2020-03-31,02:00,Cleveland,Phoenix,,,
257,2020-03-31,02:30,Brooklyn,Portland,,,
258,2020-03-31,02:30,Toronto,Memphis,,,
259,2020-03-31,03:00,Minnesota,LA Lakers,,,
260,2020-03-31,04:00,Denver,Oklahoma,,,
261,2020-03-31,04:00,Utah,Chicago,,,
262,2020-03-31,05:30,LA Clippers,Indiana,,,
263,2020-03-31,21:00,Lille BC,Paris,,,
264,2020-03-31,02:00,Arjantin,I. Atletico Central Cordoba,,,
265,2020-03-31,02:00,Platense,Libertad,,,
266,2020-03-31,02:00,Almagro,Atenas,,,
267,2020-03-31,02:30,Regatas,Olimpico,,,
268,2020-03-31,03:30,Boca Juniors,Quimsa,,,
269,2020-03-31,02:00,São Paulo Futebol Clube,Flamengo,,,
270,2020-03-31,12:00,Kinmen,Bank of Taiwan,77,89,İY 32-32
271,2020-03-31,14:00,Pauian Archiland Basketball Team,Taiwan Beer,94,75,İY 43-43
272,2020-03-31,03:00,Ufimets,BK Spartak,,,
273,2020-03-31,03:00,BK Samara,Burevestnik,,,
274,2020-03-31,03:00,Khimki Pod,Temp,,,
275,2020-03-31,03:00,MBA Moskva,Uralmash,,,
276,2020-03-31,03:00,Univ Yugra,Ural,,,
277,2020-03-31,03:00,Novosibirsk,Runa,,,
278,2020-03-31,03:00,S.Primorye,CSKA Moskva II,,,
279,2020-03-31,03:00,Vostok 65,Kupol Rodniki,,,
280,2020-03-30,20:00,Galatasaray,Anadolu Efes Spor Kulübü,,,
281,2020-03-30,00:00,Detroit,Houston,,,
282,2020-03-30,01:00,Boston,Minnesota,,,
283,2020-03-30,01:00,Orlando,New Orleans,,,
284,2020-03-30,02:30,Philadelphia,Portland,,,
285,2020-03-30,03:30,Golden State,San Antonio,,,
286,2020-03-30,04:00,Sacramento,Indiana,,,
287,2020-03-30,21:00,Asvel,Chorale Roanne,,,
288,2020-03-30,17:30,Parma Basket,BC Khimki,,,
289,2020-03-30,19:30,PBK CSKA Moskva,Zielona Gora,,,
290,2020-03-30,20:00,BK Zenit Saint Petersburg,BC Avtodor Saratov,,,
291,2020-03-30,03:00,Asseco Gdynia,KS ROSA Radom,,,
292,2020-03-30,02:30,Corrientes,Hispano,,,
293,2020-03-30,12:00,Bank of Taiwan,Pauian Archiland Basketball Team,80,85,İY 38-31
294,2020-03-30,14:00,Taiwan Beer,Luxgen Dinos,70,91,İY 37-51
295,2020-03-29,13:00,Fenerbahçe,Pınar Karşıyaka Spor Kulübü,,,
296,2020-03-29,17:30,TOFAŞ Spor Kulübü,Darüşşafaka Spor Kulübü,,,
297,2020-03-29,20:00,M.Y. Afyon Bld,OGM Orman Spor Kulübü,,,
298,2020-03-29,16:00,Petkim Spor,Merkezefendi,,,
299,2020-03-29,01:00,Brooklyn,Cleveland,,,
300,2020-03-29,02:00,Charlotte,LA Clippers,,,
301,2020-03-29,03:00,Miami,Phoenix,,,
302,2020-03-29,03:00,Washington,LA Lakers,,,
303,2020-03-29,03:00,Chicago,New York,,,
304,2020-03-29,03:00,Memphis,Toronto,,,
305,2020-03-29,03:30,Golden State,Oklahoma,,,
306,2020-03-29,04:00,Utah,Atlanta,,,
307,2020-03-29,22:00,Dallas,Milwaukee,,,
308,2020-03-29,13:30,Fuenlabrada,Tenerife,,,
309,2020-03-29,13:30,UCAM Murcia,Manresa,,,
310,2020-03-29,18:00,FC Barcelona Lassa Bàsquet,Obradoiro,,,
311,2020-03-29,19:00,Zaragoza,Burgos,,,
312,2020-03-29,19:30,Club Joventut de Badalona,Valencia,,,
313,2020-03-29,21:00,CD Saski Baskonia,CB RETAbet Bilbao Berri Basket,,,
314,2020-03-29,21:30,Estudiantes,Real Betis,,,
315,2020-03-29,21:30,CB Herbalife Gran Canaria Claret,Unicaja Baloncesto Málaga,,,
316,2020-03-29,21:30,BC MoraBanc Andorra,Real Madrid,,,
317,2020-03-29,19:15,Brescia,Dinamo Sassari,,,
318,2020-03-29,19:15,Reggio Emilia,Olimpia Milano,,,
319,2020-03-29,19:15,Enel Brindisi,Trento,,,
320,2020-03-29,19:15,Uni Treviso,Trieste,,,
321,2020-03-29,19:15,Virtus Bologna,Varese,,,
322,2020-03-29,19:15,Cantu,Virtus Bologna,,,
323,2020-03-29,19:15,Vanoli,Pesaro,,,
324,2020-03-29,19:15,Venezia,Pistoia,,,
325,2020-03-29,17:00,Limoges Cercle Saint-Pierre,Nanterre,,,
326,2020-03-29,16:00,Telekom Basket,Medi Bayreuth,,,
327,2020-03-29,16:00,Crailsheim,Giessen 46ers,,,
328,2020-03-29,16:00,S. Frankfurt,ALBA Berlin,,,
329,2020-03-29,19:00,Riesen,Brose Baskets,,,
330,2020-03-29,17:00,BC Kalev Cramo,Nizhny,,,
331,2020-03-29,17:00,Çorlu Bld.,Murat Paşaoğlu SK,,,
332,2020-03-29,03:00,Slask Wroclaw,Stal Ostrow,,,
333,2020-03-29,03:00,Trefl Sopot,Legia Warszawa,,,
334,2020-03-29,03:00,D. Gornicza,Wilki Morskie,,,
335,2020-03-29,03:00,BC Siauliai,Dzukija Alytus,,,
336,2020-03-29,03:00,BC Žalgiris Kaunas,Lietkabelis,,,
337,2020-03-29,19:00,Bahia San Agustin,Melilla,,,
338,2020-03-29,17:00,Raiders,Man Giants,,,
339,2020-03-29,18:00,Sharks,Bristol Flyers,,,
340,2020-03-29,19:30,Phoenix,Scorchers,,,
341,2020-03-29,18:00,Blois 41,Poitiers,,,
342,2020-03-29,07:05,Toyama Grouses,Brave Thunders,,,
343,2020-03-29,07:35,Shimane SM,Shiga L-Stars,,,
344,2020-03-29,08:05,Kyoto Hannaryz,Ryukyu,,,
345,2020-03-29,08:05,NeoPhoenix,Yokohama BC,,,
346,2020-03-29,08:05,SeaHorses,Niigata Abirex,,,
347,2020-03-29,08:05,Sun Rockers,Levanga,,,
348,2020-03-29,09:05,Toyota Alvark,Akita NH,,,
349,2020-03-29,09:05,Osaka Evessa,Dolphins,,,
350,2020-03-29,09:05,Tochigi Brex,Chiba Jets,,,
351,2020-03-29,03:00,Ferro,Quimsa,,,
352,2020-03-29,03:00,Boca Juniors,Libertad,,,
353,2020-03-29,00:00,Sao Jose,Paulistano,,,
354,2020-03-29,16:00,Minas,Unifacisa,,,
355,2020-03-29,12:00,Kinmen,Taiwan Beer,70,89,İY 30-47
356,2020-03-29,14:00,Luxgen Dinos,Bank of Taiwan,94,89,İY 36-55
357,2020-03-29,18:30,BC Hallmann,Timberwolves,,,
358,2020-03-29,18:30,Graz,Traiskirchen,,,
359,2020-03-29,18:30,Kapfenberg,Swans Gmunden,,,
360,2020-03-29,18:30,Dukes,Flyers Wels,,,
361,2020-03-28,13:00,Bahçeşehir Koleji Spor Kulübü,Bandırma BİK,,,
362,2020-03-28,15:15,Gaziantep BB,FruttiEx Bursa,,,
363,2020-03-28,17:30,Türk Telekom Basketbol Kulübü,Büyükçekmece,,,
364,2020-03-28,20:00,İTÜ BB,Beşiktaş,,,
365,2020-03-28,14:30,Final Spor,Manisa Bşb,,,
366,2020-03-28,16:00,Selçuklu Bld,Düzce Bld.,,,
367,2020-03-28,16:00,Balıkesir BŞB,Samsunspor,,,
368,2020-03-28,17:00,Fethiye Belediye Basketbol Kulübü,Mamak Belediyesi,,,
369,2020-03-28,17:00,Akhisar Belediye,Sigortam.net,,,
370,2020-03-28,17:00,Semt77 Yalova,Gemlik Basketbol Kulübü,,,
371,2020-03-28,13:00,Çankaya Üniversitesi Spor Kulübü,Samsun Canik Belediye Spor Kulübü,,,
372,2020-03-28,13:00,Galatasaray Spor Kulübü,İzmit Belediye spor Kulübü,,,
373,2020-03-28,16:00,Elazığ İl Özel İdare Basketbol,Botaş (K),,,
374,2020-03-28,16:00,Kayseri BB (K),Fenerbahçe Spor Kulübü,,,
375,2020-03-28,16:00,Adana BK,Hatay Büyükşehir Belediye Spor Kulübü,,,
376,2020-03-28,16:30,Beşiktaş (K),Orman G. (K),,,
377,2020-03-28,14:00,Mardin BŞB (K),Nesibe Aydın Spor Kulübü,,,
378,2020-03-28,14:00,Yalova VIP Gençlik Spor Kulübü,Bursa Büyükşehir Belediyesi Spor Kulübü,,,
379,2020-03-28,15:00,Edremit Belediyesi Gürespor Kulübü,Urla Belediyesi Gençlik Spor Kulübü,,,
380,2020-03-28,15:00,Emlak Konut(K),Mersin Üniversitesi Basketbol Kulübü,,,
381,2020-03-28,16:00,Sakarya Y. (K),Fenerbahçe Gelişim Koleji Spor Kulübü,,,
382,2020-03-28,02:00,Detroit,LA Clippers,,,
383,2020-03-28,02:00,Indiana,Houston,,,
384,2020-03-28,02:00,Orlando,Brooklyn,,,
385,2020-03-28,02:00,Philadelphia,Phoenix,,,
386,2020-03-28,02:30,Boston,Portland,,,
387,2020-03-28,03:00,New Orleans,New York,,,
388,2020-03-28,03:30,Milwaukee,Washington,,,
389,2020-03-28,04:00,Denver,San Antonio,,,
390,2020-03-28,20:30,AS Monaco,Cholet Basket,,,
391,2020-03-28,22:00,Boulazac,Gravelines,,,
392,2020-03-28,22:00,Élan Sportif Chalonnais,Pau Orthez,,,
393,2020-03-28,22:30,Le Mans,Dijon,,,
394,2020-03-28,20:00,Braunschweig,FC Bayern München,,,
395,2020-03-28,20:00,Mitteldeutsche,Würzburg,,,
396,2020-03-28,22:30,Oldenburg,BG Göttingen,,,
397,2020-03-28,22:30,Rasta Vechta,Hamburg Towers,,,
398,2020-03-28,18:30,BC UNICS Kazan,L. Kuban,,,
399,2020-03-28,18:00,UPS Spor,Başkent Yenişehir,,,
400,2020-03-28,19:00,Kocaeli,Karsiyaka Belediyespor,,,
401,2020-03-28,19:00,Nazilli,Beylikdüzü,,,
402,2020-03-28,03:00,Rethymno,Ermis Agias,,,
403,2020-03-28,03:00,Panionios,Aris,,,
404,2020-03-28,03:00,Kymis Lavrio,Promitheas,,,
405,2020-03-28,03:00,AEK,PAOK,,,
406,2020-03-28,03:00,Hephaestus,Panathinaikos BC Superfoods,,,
407,2020-03-28,03:00,Peristeri,Ionikos,,,
408,2020-03-28,03:00,Iraklis,C. Rodos,,,
409,2020-03-28,03:00,KK Anwil,Start Lublin,,,
410,2020-03-28,03:00,Gliwice,Polski Torun,,,
411,2020-03-28,03:00,Spojnia,Astoria,,,
412,2020-03-28,03:00,BC Nevėžis Kėdainiai,Neptunas,,,
413,2020-03-28,03:00,Vilnius Rytas,BC CBet Prienai,,,
414,2020-03-28,03:00,Pieno Pasvalys,BC Juventus Utena,,,
415,2020-03-28,20:00,Almansa,Gipuzkoa,,,
416,2020-03-28,20:00,Breogan,Real Canoe NC,,,
417,2020-03-28,20:00,CB Ourense,Peixegalego,,,
418,2020-03-28,20:00,Oviedo,Caceres,,,
419,2020-03-28,22:00,Nancy Basket,Paris,,,
420,2020-03-28,22:00,Quimper,Evreux,,,
421,2020-03-28,22:00,S'weyersheim,Aix Maurienne,,,
422,2020-03-28,07:35,Shimane SM,Shiga L-Stars,,,
423,2020-03-28,08:05,SeaHorses,Niigata Abirex,,,
