,date,start_time,team1,team2,team1_score,team2_score,first_half_score
0,2021-06-30,21:15,Serbia,Filipinler,83,76,İY 45-34
1,2021-06-30,19:30,Venezuela,Güney Kore,94,80,İY 56-38
2,2021-06-30,16:30,Angola,Slovenia,68,118,İY 30-64
3,2021-06-30,17:30,Meksika,Russia,72,64,İY 31-36
4,2021-06-30,21:00,Brezilya,Croatia,94,67,İY 45-34
5,2021-06-30,02:05,Greece,Kanada,91,97,İY 50-46
6,2021-06-30,05:35,Uruguay,Turkey,86,95,İY 37-43
7,2021-06-30,03:30,Atlanta,Milwaukee,110,88,İY 51-38
8,2021-06-30,02:00,Dream (K),LIberty (K),73,69,İY 40-34
9,2021-06-30,02:00,Mystics (K),Sun (K),71,90,İY 33-49
10,2021-06-30,09:30,Nelson Giants,W. Saints,74,86,İY 34-35
11,2021-06-30,00:00,Club Atlético Colón,America,83,68,İY 33-41
12,2021-06-30,03:30,Lanus,GELP,84,80,İY 49-42
13,2021-06-29,21:15,Dominik,Serbia,76,94,İY 47-47
14,2021-06-29,19:30,Lithuania,Venezuela,76,65,İY 36-28
15,2021-06-29,16:30,Poland,Angola,83,64,İY 43-31
16,2021-06-29,17:30,Germany,Meksika,82,76,İY 40-42
17,2021-06-29,21:00,Tunus,Brezilya,57,83,İY 31-43
18,2021-06-29,04:00,Phoenix,LA Clippers,102,116,İY 52-59
19,2021-06-29,21:45,Torino,Derthona,74,75,İY 49-49
20,2021-06-28,03:30,Atlanta,Milwaukee,102,113,İY 56-56
21,2021-06-28,01:00,Mercury (K),Sparks (K),88,79,İY 47-43
22,2021-06-28,23:00,Villa Mitre,Parque Sur,84,73,İY 46-38
23,2021-06-28,17:00,Rivadavia,Olavarria,79,70,İY 30-38
24,2021-06-27,04:00,LA Clippers,Phoenix,80,84,İY 36-50
25,2021-06-27,22:00,Fransa K,Sırbistan K,54,63,İY 26-31
26,2021-06-27,19:00,Beyaz Rusya K,Belçika K,69,77,İY 30-40
27,2021-06-27,02:00,Dream (K),LIberty (K),78,101,İY 40-43
28,2021-06-27,21:00,Sun (K),Sky (K),74,58,İY 36-30
29,2021-06-27,23:00,Aces (K),Storm (K),95,92,İY 37-42
30,2021-06-27,08:00,W. Saints,Payroll,119,112,İY 58-49
31,2021-06-27,08:00,O. Nuggets,Auckland Huskies,70,93,İY 40-39
32,2021-06-27,00:00,Santa Rosa,Nautico Sportivo Avellaneda,50,48,İY 23-24
33,2021-06-27,17:00,Independiente,San Isidro,93,88,İY 43-44
34,2021-06-27,17:00,Progreso,Villa Mitre,69,78,İY 34-45
35,2021-06-27,17:00,Quilmes,Juninense,80,77,İY 45-40
36,2021-06-27,21:00,Rivadavia,GELP,75,100,İY 39-44
37,2021-06-27,19:30,Udine,Cuore Napoli,67,77,İY 38-38
38,2021-06-27,22:00,Derthona,Torino,78,77,İY 40-44
39,2021-06-27,20:30,Carnide (K),ESA (K),70,54,İY 29-31
40,2021-06-26,03:30,Milwaukee,Atlanta,125,91,İY 77-45
41,2021-06-26,13:00,İsveç K,B. Hersek (K),63,82,İY 31-55
42,2021-06-26,16:00,İspanya K,Rusya K,74,78,İY 33-30
43,2021-06-26,19:00,Beyaz Rusya K,Fransa K,61,73,İY 30-38
44,2021-06-26,22:00,Sırbistan K,Belçika K,74,73,İY 32-36
45,2021-06-26,14:40,Dijon,Asvel,74,87,İY 33-44
46,2021-06-26,03:00,Lynx (K),Aces (K),90,89,İY 44-48
47,2021-06-26,20:00,Wings (K),Mystics (K),85,74,İY 46-30
48,2021-06-26,10:30,S. Sharks,Auckland Huskies,92,93,
49,2021-06-26,10:30,Payroll,Franklin Bulls,95,90,İY 51-52
50,2021-06-26,10:30,Manawatu,Canterbury Rams,92,85,İY 45-52
51,2021-06-26,23:00,Wilde Sporting Club,Club Atlético Lanús,63,73,İY 32-43
52,2021-06-26,00:00,Barrio Parque,Club Atlético Colón,65,69,İY 35-34
53,2021-06-26,01:00,Villa Mitre,Concordia,57,82,İY 21-27
54,2021-06-26,01:00,Olavarria,Lanus,76,73,İY 34-36
55,2021-06-26,23:00,FR/Semelp Pindamonhangaba,Pro-Esporte (K,51,72,İY 15-39
56,2021-06-26,01:00,Paulistano,Sorocabana,53,60,İY 33-32
57,2021-06-26,20:30,Carnide (K),ESA (K),69,60,İY 36-28
58,2021-06-25,04:00,LA Clippers,Phoenix,106,92,İY 46-48
59,2021-06-25,13:35,Japonya,İran,67,72,İY 30-33
60,2021-06-25,12:30,Melbourne,Perth Wildcats,81,76,İY 42-39
61,2021-06-25,02:00,Fever (K),Wings (K),64,89,İY 24-43
62,2021-06-25,02:00,LIberty (K),Sky (K),68,91,İY 27-55
63,2021-06-25,05:30,Sparks (K),Mystics (K),89,82,İY 49-44
64,2021-06-25,10:30,Taranaki,Manawatu,104,93,İY 56-38
65,2021-06-25,01:00,Parque Sur,Villa Mitre,69,97,İY 33-49
66,2021-06-25,01:00,Racing,Olavarria,61,90,İY 34-55
67,2021-06-25,20:00,Progreso,Tomas Rocamora,71,69,İY 39-26
68,2021-06-25,21:00,Rivadavia,Quilmes,81,87,İY 46-44
69,2021-06-25,22:30,Atenas,Parque Sur,85,59,İY 37-15
70,2021-06-25,21:45,Udine,Cuore Napoli,71,61,İY 36-35
71,2021-06-25,23:30,Coimbröes (K),Ovarense (K),69,47,İY 37-17
72,2021-06-24,03:30,Milwaukee,Atlanta,113,116,İY 59-54
73,2021-06-24,19:30,Lithuania,Dominik,95,69,İY 45-35
74,2021-06-24,20:00,Croatia,Porto Riko,72,66,İY 46-27
75,2021-06-24,21:00,Germany,Senegal,,,
76,2021-06-24,16:30,Dijon,AS Monaco,79,68,İY 42-35
77,2021-06-24,22:00,Asvel,SIG Basket Strasbourg,83,67,İY 43-31
78,2021-06-24,02:00,Dream (K),Lynx (K),85,87,İY 46-40
79,2021-06-24,10:30,Franklin Bulls,Canterbury Rams,71,87,İY 35-43
80,2021-06-24,00:00,Club Social y Deportivo Colón,Unión de Mar del Plata,58,68,İY 25-31
81,2021-06-24,00:00,Club Atlético Lanús,Berazategui (K,53,61,İY 20-35
82,2021-06-24,17:00,Juninense,Rivadavia,78,72,İY 40-39
83,2021-06-24,20:00,Tomas Rocamora,Viedma,91,87,İY 47-43
84,2021-06-24,21:00,Quilmes,GELP,66,62,İY 33-30
85,2021-06-24,22:30,Atenas,Concordia,72,71,İY 33-30
86,2021-06-24,21:45,Derthona,Torino,56,86,İY 34-51
87,2021-06-23,04:00,Phoenix,LA Clippers,104,103,İY 48-47
88,2021-06-23,13:00,Japonya,İran,85,57,İY 46-32
89,2021-06-23,21:00,Serbia,Meksika,81,77,İY 45-43
90,2021-06-23,21:00,Poland,Brezilya,79,85,İY 44-42
91,2021-06-23,21:00,Croatia,Porto Riko,74,56,İY 42-31
92,2021-06-23,19:00,Fransa K,B. Hersek (K),80,67,İY 39-31
93,2021-06-23,19:00,Beyaz Rusya K,İsveç K,58,46,İY 26-14
94,2021-06-23,21:45,Belçika K,Rusya K,85,83,İY 43-37
95,2021-06-23,22:00,Sırbistan K,İspanya K,71,64,İY 23-27
96,2021-06-23,02:00,Sun (K),Wings (K),80,70,İY 30-38
97,2021-06-23,02:00,LIberty (K),Sky (K),72,92,İY 32-48
98,2021-06-23,05:00,Storm (K),Mystics (K),83,87,İY 36-43
99,2021-06-23,00:00,Nicolás Avellaneda de Santiago del Estero,Club Ciclista Olímpico II,79,88,İY 45-46
100,2021-06-23,01:00,Parque Sur,Viedma,56,92,İY 34-39
101,2021-06-23,01:00,Olavarria,Rivadavia,73,62,İY 41-33
102,2021-06-22,19:30,Lithuania,Russia,78,61,İY 37-35
103,2021-06-22,21:00,Poland,Brezilya,65,68,İY 26-38
104,2021-06-22,01:00,Concordia,Viedma,74,101,İY 31-49
105,2021-06-22,01:00,GELP,Olavarria,69,73,İY 29-24
106,2021-06-22,17:00,Lanus,Quilmes,61,94,İY 25-46
107,2021-06-22,20:00,Tomas Rocamora,Atenas,80,69,İY 42-34
108,2021-06-22,21:00,GELP,Juninense,77,74,İY 31-31
109,2021-06-22,22:30,Concordia,Progreso,60,48,İY 24-29
110,2021-06-22,21:45,Cuore Napoli,Udine,57,53,İY 26-22
111,2021-06-22,23:30,Guiföes,GDB Leça / CARGOLANDIA,72,70,İY 36-23
112,2021-06-21,03:00,Philadelphia,Atlanta,96,103,İY 46-48
113,2021-06-21,19:00,İtalya K,İsveç K,46,64,İY 20-30
114,2021-06-21,19:00,B. Hersek (K),Hırvatistan K,80,69,İY 33-36
115,2021-06-21,21:45,Rusya K,Slovenya K,93,75,İY 49-29
116,2021-06-21,22:00,İspanya K,Karadağ K,78,51,İY 45-27
117,2021-06-21,20:00,AS Monaco,Bourg Basket,91,72,İY 40-39
118,2021-06-21,21:00,SIG Basket Strasbourg,Levallois,79,68,İY 37-31
119,2021-06-21,22:00,Asvel,Le Mans,97,79,İY 47-35
120,2021-06-21,17:00,Juninense,Lanus,69,71,İY 32-39
121,2021-06-21,20:00,Villa Mitre,Tomas Rocamora,85,64,İY 40-24
122,2021-06-21,21:00,Quilmes,Racing,73,66,İY 41-33
123,2021-06-21,22:30,Parque Sur,Progreso,61,87,İY 28-36
124,2021-06-21,21:45,Torino,Derthona,77,89,İY 37-44
125,2021-06-20,22:30,Phoenix,LA Clippers,120,114,İY 57-54
126,2021-06-20,03:30,Brooklyn,Milwaukee,111,115,İY 53-47
127,2021-06-20,17:00,Porto Riko,Meksika,75,72,İY 43-34
128,2021-06-20,20:00,Greece,Serbia,64,75,İY 34-37
129,2021-06-20,16:00,İsveç K,Beyaz Rusya K,54,78,İY 29-40
130,2021-06-20,22:00,İspanya K,Slovakya K,93,61,İY 39-32
131,2021-06-20,13:00,Karadağ K,Sırbistan K,75,87,İY 39-45
132,2021-06-20,19:00,İtalya K,Yunanistan K,77,67,İY 41-24
133,2021-06-20,13:00,B. Hersek (K),Slovenya K,81,91,İY 37-54
134,2021-06-20,16:00,Türkiye K,Belçika K,61,63,İY 31-41
135,2021-06-20,19:00,Çekya (K),Hırvatistan K,56,84,İY 33-42
136,2021-06-20,21:45,Fransa K,Rusya K,85,59,İY 34-23
137,2021-06-20,18:00,Tunus,Czech Republic,55,85,İY 38-42
138,2021-06-20,21:30,Germany,Italy,91,79,İY 42-46
139,2021-06-20,16:00,Dijon,Orleans,83,59,İY 43-23
140,2021-06-20,10:00,Perth Wildcats,Melbourne,74,83,İY 42-42
141,2021-06-20,06:30,Endonezya,Tayland,86,69,İY 49-32
142,2021-06-20,10:00,Filipinler,Güney Kore,82,77,İY 38-34
143,2021-06-20,13:30,Çin,Tayvan,91,73,İY 49-39
144,2021-06-20,04:10,Porto Riko (K),ABD (K),59,74,İY 36-34
145,2021-06-20,01:10,Kanada (K),Brezilya (K),82,87,İY 34-29
146,2021-06-20,02:00,Mystics (K),Fever (K),82,77,İY 46-39
147,2021-06-20,03:00,Wings (K),Lynx (K),95,77,İY 55-35
148,2021-06-20,23:00,Sparks (K),LIberty (K),73,76,İY 36-44
149,2021-06-20,20:00,CB Granada,Breogan,57,83,İY 29-49
150,2021-06-20,18:00,Lille BC,Blois 41,92,66,İY 47-38
151,2021-06-20,06:00,Manawatu,Payroll,61,89,İY 37-52
152,2021-06-20,08:00,O. Nuggets,Franklin Bulls,104,64,İY 57-37
153,2021-06-20,08:00,Canterbury Rams,Taranaki,92,68,İY 46-30
154,2021-06-20,17:00,FR/Semelp Pindamonhangaba,Sao Jose (K),69,70,İY 24-34
155,2021-06-20,17:00,XI de Agosto / AABT / Tatuí,Paulistano,51,98,İY 24-37
156,2021-06-20,19:00,FR/Semelp Pindamonhangaba,Sorocabana,60,70,İY 26-35
157,2021-06-20,21:45,Cuore Napoli,Udine,72,56,İY 37-27
158,2021-06-20,17:00,P. Biella,Rieti,86,75,İY 41-32
159,2021-06-20,21:15,San Severo,Stella Azzurra,68,74,İY 35-39
160,2021-06-20,20:30,Braga,Barcelos,56,51,İY 28-22
161,2021-06-20,18:30,AngraBasket,Estoril,89,71,İY 34-30
162,2021-06-20,19:00,ESA (K),Carnide (K),65,55,İY 31-27
163,2021-06-20,20:00,CS Universitatea U-Banca Transilvania Cluj-Napoca,Oradea,86,67,İY 38-35
164,2021-06-19,05:00,LA Clippers,Utah,131,119,İY 50-72
165,2021-06-19,02:30,Atlanta,Philadelphia,99,104,İY 51-47
166,2021-06-19,17:00,Meksika,Serbia,67,104,İY 35-51
167,2021-06-19,18:00,Turkey,Russia,64,77,İY 31-34
168,2021-06-19,20:00,Greece,Porto Riko,77,69,İY 32-31
169,2021-06-19,18:00,Czech Republic,Italy,71,83,İY 35-49
170,2021-06-19,21:30,Germany,Tunus,102,75,İY 55-33
171,2021-06-19,13:00,Tayland,Güney Kore,53,120,İY 18-60
172,2021-06-19,09:30,Çin,Japonya,90,84,İY 41-45
173,2021-06-19,01:10,ABD (K),Brezilya (K),71,60,İY 25-33
174,2021-06-19,04:10,Kanada (K),Porto Riko (K),61,65,İY 34-34
175,2021-06-19,05:30,Sparks (K),Mercury (K),66,80,İY 36-44
176,2021-06-19,21:00,Sky (K),Sun (K),91,81,İY 40-34
177,2021-06-19,20:30,Denain Voltair,Rouen Basket,76,54,İY 36-29
178,2021-06-19,10:30,S. Sharks,Franklin Bulls,101,69,İY 53-30
179,2021-06-19,10:30,W. Saints,Taranaki,89,63,İY 47-28
180,2021-06-19,00:00,AA Quimsa II,Nicolás Avellaneda de Santiago del Estero,92,54,İY 33-37
181,2021-06-19,01:00,San Martin,San Isidro,53,87,İY 20-49
182,2021-06-19,01:30,Echagüe,Salta Basket,70,101,İY 36-42
183,2021-06-19,01:30,Pro-Esporte (K,Apage Bask / Guarulhos,53,84,İY 18-35
184,2021-06-19,01:00,Sorocabana,Amea Assis,61,55,İY 35-32
185,2021-06-19,23:00,Corinthians,Amea Assis,96,69,İY 45-32
186,2021-06-19,21:45,Torino,Derthona,64,60,İY 29-21
187,2021-06-19,23:00,Guiföes,GDB Leça / CARGOLANDIA,88,68,İY 49-38
188,2021-06-19,19:00,Esgueira (K),Maia BC,89,56,İY 46-25
189,2021-06-19,20:00,Clube Deportivo Escola Francisco Franco,Boa Viagem (K),81,66,İY 29-24
190,2021-06-19,23:30,Ovarense (K),Coimbröes (K),50,74,İY 30-43
191,2021-06-18,03:30,Milwaukee,Brooklyn,104,89,İY 59-48
192,2021-06-18,17:00,Serbia,Porto Riko,80,68,İY 47-32
193,2021-06-18,18:00,Italy,Tunus,82,56,İY 45-21
194,2021-06-18,19:30,Lithuania,Dominik,95,62,İY 50-41
195,2021-06-18,20:00,Greece,Meksika,101,98,İY 52-44
196,2021-06-18,20:00,Turkey,Russia,80,62,İY 34-33
197,2021-06-18,21:00,Slovenia,Croatia,97,88,İY 50-52
198,2021-06-18,21:30,Poland,Latvia,75,73,İY 38-27
199,2021-06-18,21:30,Germany,Czech Republic,95,62,İY 51-33
200,2021-06-18,19:00,Slovakya K,Beyaz Rusya K,58,54,İY 28-26
201,2021-06-18,22:00,İspanya K,İsveç K,76,55,İY 47-17
202,2021-06-18,13:00,Yunanistan K,Sırbistan K,51,85,İY 16-40
203,2021-06-18,16:00,İtalya K,Karadağ K,77,61,İY 34-27
204,2021-06-18,13:00,Türkiye K,B. Hersek (K),54,64,İY 26-27
205,2021-06-18,16:00,Belçika K,Slovenya K,92,57,İY 55-29
206,2021-06-18,19:00,Hırvatistan K,Rusya K,62,73,İY 33-36
207,2021-06-18,21:45,Çekya (K),Fransa K,51,71,İY 29-32
208,2021-06-18,18:00,Italy,Tunus,82,56,İY 45-21
209,2021-06-18,21:30,Germany,Czech Republic,95,62,İY 51-33
210,2021-06-18,19:00,AS Monaco,Asvel,73,98,İY 37-48
211,2021-06-18,13:30,Perth Wildcats,Melbourne,70,73,İY 35-31
212,2021-06-18,13:00,Filipinler,Endonezya,76,51,İY 30-22
213,2021-06-18,03:00,Japonya,Malezya,,,
214,2021-06-18,09:30,Japonya,Tayvan,98,61,İY 52-38
215,2021-06-18,01:10,Brezilya (K),Venezuela (K),90,59,İY 49-18
216,2021-06-18,04:10,Porto Riko (K),Kolombiya (K),77,69,İY 32-30
217,2021-06-18,02:00,Fever (K),Storm (K),69,79,İY 36-40
218,2021-06-18,02:00,Mystics (K),Dream (K),96,93,İY 38-46
219,2021-06-18,03:00,Sky (K),Sun (K),81,75,İY 31-36
220,2021-06-18,03:00,Wings (K),Lynx (K),73,85,İY 33-43
221,2021-06-18,05:00,Aces (K),LIberty (K),103,76,İY 55-34
222,2021-06-18,20:00,Gries,Blois 41,81,71,İY 41-46
223,2021-06-18,10:30,Nelson Giants,O. Nuggets,84,94,İY 37-54
224,2021-06-18,10:30,Payroll,W. Saints,88,82,İY 46-41
225,2021-06-18,01:00,San Isidro,Independiente,73,72,İY 36-28
226,2021-06-18,01:30,Salta Basket,Union,88,89,İY 53-43
227,2021-06-18,17:00,Central,Ameghino,84,85,İY 42-37
228,2021-06-18,20:00,Tiro Federal,Norte,62,86,İY 25-39
229,2021-06-18,20:30,Club Atlético Colón,Estudiantes de Tucumán,92,81,İY 40-42
230,2021-06-18,22:30,Independiente,Barrio Parque,106,108,İY 38-30
231,2021-06-18,23:00,Union,Riachuelo de La Rioja,84,71,İY 37-23
232,2021-06-18,21:30,P. Biella,Rieti,72,60,İY 43-26
233,2021-06-17,05:00,Utah,LA Clippers,111,119,İY 65-60
234,2021-06-17,02:30,Philadelphia,Atlanta,106,109,İY 62-40
235,2021-06-17,16:00,Turkey,Venezuela,,,
236,2021-06-17,13:00,İsveç K,Slovakya K,74,57,İY 33-24
237,2021-06-17,22:00,Beyaz Rusya K,İspanya K,53,51,İY 21-22
238,2021-06-17,16:00,Karadağ K,Yunanistan K,70,55,İY 44-29
239,2021-06-17,19:00,Sırbistan K,İtalya K,86,81,İY 37-39
240,2021-06-17,16:00,B. Hersek (K),Belçika K,70,55,İY 30-28
241,2021-06-17,19:00,Slovenya K,Türkiye K,72,47,İY 36-27
242,2021-06-17,13:00,Rusya K,Çekya (K),73,69,İY 38-33
243,2021-06-17,21:45,Fransa K,Hırvatistan K,105,63,İY 50-40
244,2021-06-17,21:00,Cholet Basket,Boulazac,116,80,İY 59-43
245,2021-06-17,09:30,Güney Kore,Endonezya,104,81,İY 52-35
246,2021-06-17,13:00,Tayvan,Çin,66,115,İY 32-67
247,2021-06-17,19:10,ABD (K),Virgin Adaları,97,46,İY 46-25
248,2021-06-17,22:10,Kanada (K),Dominik (K),90,53,İY 50-35
249,2021-06-17,21:00,M. Tel Aviv,Hapoel Elyon,73,67,İY 42-29
250,2021-06-17,05:30,Sparks (K),Mercury (K),85,80,İY 53-43
251,2021-06-17,21:30,Breogan,CB Granada,81,78,İY 39-41
252,2021-06-17,20:30,Rouen Basket,Aix Maurienne,70,73,İY 37-37
253,2021-06-17,10:30,Auckland Huskies,Canterbury Rams,83,78,İY 38-41
254,2021-06-17,01:00,AA Quimsa II,Talleres,81,72,İY 47-32
255,2021-06-17,17:00,Norte,Central,75,72,İY 33-40
256,2021-06-17,20:00,Barrio Parque,Tiro Federal,59,86,İY 21-46
257,2021-06-17,20:30,Estudiantes de Tucumán,America,76,75,İY 46-39
258,2021-06-17,22:30,Ameghino,San Martin,59,68,İY 32-35
259,2021-06-17,23:00,Riachuelo de La Rioja,Club Atlético Colón,93,80,İY 51-38
260,2021-06-17,19:30,Stella Azzurra,San Severo,71,66,İY 24-38
261,2021-06-17,20:00,Oradea,CS Universitatea U-Banca Transilvania Cluj-Napoca,64,60,İY 37-35
262,2021-06-16,03:30,Brooklyn,Milwaukee,114,108,İY 43-59
263,2021-06-16,20:00,Croatia,Slovenia,80,94,İY 40-46
264,2021-06-16,21:00,Poland,Tunus,89,66,İY 50-29
265,2021-06-16,19:00,AS Monaco,SIG Basket Strasbourg,72,85,İY 38-42
266,2021-06-16,13:00,Güney Kore,Filipinler,78,81,İY 44-36
267,2021-06-16,09:30,Japonya,Çin,57,66,İY 20-32
268,2021-06-16,01:10,Venezuela (K),Dominik (K),77,66,İY 37-30
269,2021-06-16,04:10,Arjantin (K),ABD (K),,,
270,2021-06-16,03:00,Y. Burun Ada,Uganda,,,
271,2021-06-16,21:00,Hapoel Elyon,M. Tel Aviv,81,76,İY 51-40
272,2021-06-16,02:00,Fever (K),Storm (K),70,87,İY 33-41
273,2021-06-16,04:00,Lynx (K),Sky (K),89,105,İY 49-58
274,2021-06-16,05:00,Aces (K),LIberty (K),100,78,İY 48-45
275,2021-06-16,01:00,Tiro Federal,San Isidro,69,64,İY 39-30
276,2021-06-16,01:30,Club Atlético Colón,Salta Basket,82,66,İY 46-32
277,2021-06-16,00:00,Racing,Lanus,61,90,İY 21-35
278,2021-06-16,20:00,Udine,Scafati,73,70,İY 39-38
279,2021-06-16,17:00,Eleftheroupoli,Pagrati,82,68,İY 39-36
280,2021-06-15,16:00,Semt77 Yalova,Samsunspor,94,81,İY 51-36
281,2021-06-15,05:00,LA Clippers,Utah,118,104,İY 68-44
282,2021-06-15,02:30,Atlanta,Philadelphia,103,100,İY 49-62
283,2021-06-15,23:00,FC Barcelona Lassa Bàsquet,Real Madrid,92,73,İY 48-30
284,2021-06-15,19:30,Orleans,Élan Sportif Chalonnais,87,79,İY 38-45
285,2021-06-15,19:30,Boulazac,Chalons-Reims,81,70,İY 41-38
286,2021-06-15,20:00,Gravelines,Pau Orthez,80,100,İY 38-42
287,2021-06-15,20:00,Limoges Cercle Saint-Pierre,Le Mans,84,88,İY 50-39
288,2021-06-15,21:00,Dijon,Le Portel,73,57,İY 35-32
289,2021-06-15,21:00,Chorale Roanne,Asvel,75,89,İY 36-38
290,2021-06-15,12:30,Melbourne,SE Melbourne,84,74,İY 40-45
291,2021-06-15,11:00,Hong Kong,Guam,66,112,İY 26-63
292,2021-06-15,01:10,ABD (K),Venezuela (K),102,53,İY 56-29
293,2021-06-15,04:10,Dominik (K),Porto Riko (K),54,79,İY 24-47
294,2021-06-15,19:10,El Salvador(K),Virgin Adaları,44,85,İY 28-42
295,2021-06-15,22:10,Kolombiya (K),Kanada (K),40,74,İY 21-34
296,2021-06-15,03:00,Uganda,Mısır,,,
297,2021-06-15,20:00,Blois 41,Saint Chamond,90,81,İY 40-39
298,2021-06-15,20:10,Antibes,Rouen Basket,70,77,İY 31-32
299,2021-06-15,00:00,Banco Provincia,Pinocho,103,66,İY 49-33
300,2021-06-15,01:00,San Isidro,Central,61,69,İY 36-32
301,2021-06-15,01:30,Salta Basket,America,75,70,İY 36-34
302,2021-06-15,17:00,San Martin,Norte,78,83,İY 36-35
303,2021-06-15,20:00,Independiente,Ameghino,72,62,İY 33-40
304,2021-06-15,20:30,Echagüe,Estudiantes de Tucumán,81,79,İY 43-44
305,2021-06-15,22:30,Central,Barrio Parque,67,79,İY 28-33
306,2021-06-15,23:00,America,Riachuelo de La Rioja,77,65,İY 31-30
307,2021-06-15,19:00,Ironi Ashkelon,M. Netanya,75,83,İY 37-37
308,2021-06-15,19:30,Stella Azzurra,San Severo,77,65,İY 38-30
309,2021-06-15,21:30,Rieti,P. Biella,86,75,İY 42-38
310,2021-06-15,20:00,Oradea,CS Universitatea U-Banca Transilvania Cluj-Napoca,75,71,İY 39-38
311,2021-06-14,03:00,Denver,Phoenix,118,125,İY 55-63
312,2021-06-14,20:00,Bourg Basket,SIG Basket Strasbourg,73,81,İY 42-35
313,2021-06-14,21:00,Cholet Basket,Levallois,82,95,İY 33-47
314,2021-06-14,21:00,Nanterre,AS Monaco,86,79,İY 45-47
315,2021-06-14,14:30,Perth Wildcats,I.Hawks,79,71,İY 46-32
316,2021-06-14,13:00,S. Arabistan,İran,64,70,İY 33-34
317,2021-06-14,16:00,Suriye,Katar,67,56,İY 33-29
318,2021-06-14,19:00,Ürdün,Palestine,79,76,İY 46-41
319,2021-06-14,01:10,Venezuela (K),Arjantin (K),,,
320,2021-06-14,04:10,Porto Riko (K),ABD (K),65,87,İY 33-43
321,2021-06-14,19:10,Kanada (K),El Salvador(K),98,41,İY 42-12
322,2021-06-14,22:10,Virgin Adaları,Brezilya (K),56,77,İY 25-41
323,2021-06-14,21:00,M. Tel Aviv,Hapoel Elyon,83,74,İY 42-36
324,2021-06-14,01:00,Aces (K),Wings (K),85,78,İY 43-41
325,2021-06-14,01:00,Mercury (K),LIberty (K),83,85,İY 36-48
326,2021-06-14,17:00,Ameghino,Tiro Federal,80,79,İY 38-34
327,2021-06-14,20:00,Barrio Parque,San Martin,72,77,İY 35-42
328,2021-06-14,20:30,Riachuelo de La Rioja,Echagüe,80,73,İY 40-43
329,2021-06-14,22:30,Norte,Independiente,86,69,İY 35-28
330,2021-06-14,23:00,Estudiantes de Tucumán,Union,77,82,İY 30-37
331,2021-06-14,18:00,Zaporizhya,Prometei,83,88,İY 51-36
332,2021-06-13,16:00,Semt77 Yalova,Samsunspor,68,64,İY 32-28
333,2021-06-13,03:30,LA Clippers,Utah,132,106,İY 64-49
334,2021-06-13,22:00,Milwaukee,Brooklyn,107,96,İY 53-48
335,2021-06-13,13:30,Czech Republic,Finland,93,85,İY 56-36
336,2021-06-13,19:00,Meksika,Tunus,74,61,İY 37-26
337,2021-06-13,21:30,Poland,Russia,63,78,İY 33-30
338,2021-06-13,19:30,Real Madrid,FC Barcelona Lassa Bàsquet,75,89,İY 36-33
339,2021-06-13,16:00,FC Bayern München,ALBA Berlin,79,86,İY 30-38
340,2021-06-13,08:00,SE Melbourne,Melbourne,90,79,İY 46-50
341,2021-06-13,16:00,Guam,Hong Kong,103,83,İY 57-40
342,2021-06-13,19:00,Ürdün,Kazakistan,80,70,İY 34-39
343,2021-06-13,01:10,ABD (K),Dominik (K),102,39,İY 47-23
344,2021-06-13,04:10,Arjantin (K),Porto Riko (K),56,79,İY 25-51
345,2021-06-13,19:10,El Salvador(K),Kolombiya (K),67,92,İY 42-44
346,2021-06-13,22:10,Brezilya (K),Kanada (K),67,71,İY 37-45
347,2021-06-13,03:00,Lynx (K),Sparks (K),80,64,İY 49-35
348,2021-06-13,21:00,Sun (K),Storm (K),66,89,İY 29-43
349,2021-06-13,22:30,Dream (K),Mystics (K),101,78,İY 51-49
350,2021-06-13,18:00,Blois 41,Nancy Basket,97,112,İY 47-51
351,2021-06-13,19:00,Rouen Basket,Saint Chamond,70,78,İY 39-40
352,2021-06-13,06:00,Taranaki,Canterbury Rams,85,103,İY 39-59
353,2021-06-13,08:00,W. Saints,Manawatu,100,77,İY 38-34
354,2021-06-13,21:30,KK Crvena Zvezda,Mega,77,65,İY 44-36
355,2021-06-13,17:00,FR/Semelp Pindamonhangaba,Paulistano,50,78,İY 25-46
356,2021-06-13,19:00,Scafati,Udine,82,79,İY 40-31
357,2021-06-13,20:30,Ovarense Basquetebol B,Porto II,76,72,İY 43-30
358,2021-06-13,17:30,Alges,Odisseia Basket,63,61,İY 27-24
359,2021-06-13,19:30,Povoa,Sampaense,86,56,İY 51-26
360,2021-06-13,20:30,Belenenses,Ginásio Clube Olhanense,108,85,İY 63-44
361,2021-06-13,16:30,CD Povoa (K),CAD Coimbra(K),44,72,İY 20-37
362,2021-06-13,17:00,Maia BC,Esgueira (K),45,67,İY 27-39
363,2021-06-13,18:00,Ovarense (K),Coimbröes (K),50,72,İY 27-28
364,2021-06-13,16:00,Boa Viagem (K),Imortal (K),67,60,İY 33-34
365,2021-06-13,18:30,Clube Deportivo Escola Francisco Franco,Marítimo,65,55,İY 27-28
366,2021-06-13,18:30,Carnide (K),Alges (K),71,63,İY 42-33
367,2021-06-13,19:00,ESA (K),SIMECQ (K),52,80,İY 35-35
368,2021-06-12,05:00,Denver,Phoenix,102,116,İY 55-59
369,2021-06-12,02:30,Atlanta,Philadelphia,111,127,İY 56-61
