,date,start_time,team1,team2,team1_score,team2_score,first_half_score
128,2021-01-30,16:00,Mersin Gel.(K),İstanbul Büyükşehir Belediye Spor Kulübü,63,57,İY 36-34
129,2021-01-30,16:00,Kayserigaz,Anadolu Panterleri,73,78,İY 33-38
130,2021-01-30,19:10,Ironi Nahariya,Rishon LeZion,88,110,İY 47-63
131,2021-01-30,21:00,Bnei Herzliya,Hapoel Holon,71,85,İY 36-48
132,2021-01-30,18:00,Charilaos Trikoupis,C. Rodos,87,77,İY 43-29
133,2021-01-30,18:00,Kymis Lavrio,PAOK,84,77,İY 44-37
134,2021-01-30,18:00,Peristeri,Ionikos,86,70,İY 52-45
135,2021-01-30,21:00,Ermis Agias,AEK,76,75,İY 51-43
136,2021-01-30,19:00,FMP Beograd,KK Budućnost VOLI,88,99,İY 41-63
137,2021-01-30,21:00,Cedevita,Partizan,78,65,İY 40-37
138,2021-01-30,23:00,KK Mornar,Borac Cacak,86,72,İY 54-45
139,2021-01-30,17:30,Astoria,Spojnia,84,88,İY 39-46
140,2021-01-30,22:15,Slask Wroclaw,Trefl Sopot,82,85,İY 36-40
141,2021-01-30,18:00,Vilnius Rytas,Lietkabelis,78,72,İY 38-39
142,2021-01-30,13:30,CB Ourense,Tizona,89,70,İY 42-33
143,2021-01-30,21:00,Myrtia,Lleida,57,66,İY 29-33
144,2021-01-30,18:00,Evreux,Paris,72,79,İY 38-31
145,2021-01-30,20:00,Gries,Lille BC,99,103,İY 44-49
146,2021-01-30,07:30,QD Eagles,SD Tigers,117,112,İY 52-62
147,2021-01-30,10:30,Shanxi Dragons,GZ Long-Lions,100,114,İY 41-44
148,2021-01-30,14:35,ZJ Gold Bulls,SH Leopards,115,111,İY 62-60
149,2021-01-30,15:00,Fujian Xunxing,Tianjin,122,111,İY 61-65
150,2021-01-30,09:05,Toyota Alvark,Toyama Grouses,86,97,İY 46-46
151,2021-01-30,09:05,Yokohama BC,H. Dragonflies,70,73,İY 36-45
152,2021-01-30,09:05,Shinshu BW,Shiga L-Stars,68,74,İY 23-36
153,2021-01-30,09:05,SeaHorses,Akita NH,83,69,İY 47-41
154,2021-01-30,09:05,Dolphins,Niigata Abirex,79,62,İY 40-27
155,2021-01-30,10:05,Levanga,Kyoto Hannaryz,76,78,İY 31-45
156,2021-01-30,11:05,NeoPhoenix,Ryukyu,78,92,İY 38-50
157,2021-01-30,11:05,Sun Rockers,Tochigi Brex,77,71,İY 39-34
158,2021-01-30,12:35,Shimane SM,Brave Thunders,65,79,İY 28-39
159,2021-01-30,13:05,Chiba Jets,Osaka Evessa,75,78,İY 39-34
160,2021-01-30,18:00,Corrientes,La Union,67,76,İY 38-34
161,2021-01-30,17:00,Paulistano,Caxias,71,64,İY 38-36
162,2021-01-30,22:00,Corinthians,Bauru,74,64,İY 33-36
163,2021-01-30,18:00,Vojvodina,KK Pirot,86,64,İY 36-23
164,2021-01-30,20:00,Vrsac,Dynamic,101,83,İY 47-48
165,2021-01-30,21:00,Tamis,Napredak,86,88,İY 43-39
166,2021-01-30,21:00,Kolubara LA,OKK Beograd,91,102,İY 50-37
167,2021-01-30,21:00,Dunav,Metalac,82,81,İY 25-37
168,2021-01-30,21:00,KK Sencur,Podcetrtek,83,97,İY 45-47
169,2021-01-30,21:00,Helios Domzale,Triglav,83,69,İY 51-41
170,2021-01-30,19:00,CEZ Nymburk,USK Praha,104,88,İY 47-42
171,2021-01-30,20:00,Opava,Ostrava,89,78,İY 44-33
172,2021-01-30,20:00,Brno,Usti nad Labem,100,72,İY 51-45
173,2021-01-30,20:00,Decin,Turi Svitavy,70,85,İY 31-46
174,2021-01-30,20:00,Olomoucko,Kolin,87,94,İY 39-48
175,2021-01-30,10:15,Vostok 65,Temp,74,82,İY 39-40
176,2021-01-30,16:00,Kupol Rodniki,BK Samara,91,97,İY 52-39
177,2021-01-30,22:30,Leuven Bears,Okapi Aalstar,59,81,İY 28-40
178,2021-01-30,13:00,Grodno-93,Brest,126,53,İY 75-21
179,2021-01-30,15:00,Rubon,Impuls,90,93,İY 50-51
180,2021-01-30,16:00,Bakken II,Amager,112,79,İY 61-33
181,2021-01-30,09:00,Anyang KGC,Dongu Promy,84,73,İY 38-45
182,2021-01-30,09:00,Seoul Knights,KT Sonicboom,65,79,İY 41-38
183,2021-01-30,18:00,Bosco,Samobor,92,84,İY 43-42
184,2021-01-30,19:00,KK Omiš Čagalj Tours,Kastela,71,81,İY 37-43
185,2021-01-30,19:00,Kvarner 2010,Jazine,74,83,İY 34-39
186,2021-01-30,22:00,KK Zapruđe,KK Cedevita Junior,54,101,İY 31-48
187,2021-01-30,16:00,Nautico,ADC Boadilla,61,63,İY 34-34
188,2021-01-30,20:00,Martinenc,Barbera,88,71,İY 45-39
189,2021-01-30,17:00,Club Basquet Lliça D'amunt,Bahia II,70,79,İY 42-41
190,2021-01-30,21:00,CD Filipenses,Cantbasket 04,73,74,İY 37-30
191,2021-01-30,21:00,Colegio El Pinar,Almeria,78,79,İY 38-41
192,2021-01-30,19:30,Sagrado Corazon,CP Peñarroya,76,69,İY 35-37
193,2021-01-30,19:00,FEDESA Rosalia,AD Cortegada (,67,63,İY 35-33
194,2021-01-30,21:45,Ardoi (K),Barakaldo (K),57,47,İY 23-18
195,2021-01-30,20:00,Real Canoe (K),Almeria (K),52,48,İY 24-26
196,2021-01-30,14:00,Anagan Stadium Casablanca,Barcelona (K),50,90,İY 22-45
197,2021-01-30,19:00,Segle XXI (K),Basquet Maresme Boet Mataro,47,51,İY 28-31
198,2021-01-30,20:00,Boet (K),CN Helios,51,57,İY 35-25
199,2021-01-30,19:04,Fryshuset,Köping Stars,86,93,İY 44-53
200,2021-01-30,18:30,Vigarano (K),Ragusa (K),57,79,İY 29-46
201,2021-01-30,20:30,F. Schio (K),Broni 93 (K),101,69,İY 53-35
202,2021-01-30,20:00,Alpo 99 (K),S. Giorgio (K),69,64,İY 32-29
203,2021-01-30,12:00,Fukushima FB,Earthfriends,81,62,İY 43-29
204,2021-01-30,17:00,Z. Kaunas II,BC Šilalės Lūšis,91,90,İY 43-36
205,2021-01-30,17:30,KK MZT Skopje Aerodrom II,Kumanovo,67,68,İY 36-43
206,2021-01-30,20:00,Akademija FMP,Kavadarci,89,94,İY 38-48
207,2021-01-30,15:00,KK AZS UW Warszawa,AZS UMCS Start Lublin II,72,104,İY 31-48
208,2021-01-30,18:00,WKS Śląsk Wrocław III,Dijo Polkąty Maximus Kąty Wrocławskie,84,78,İY 38-40
209,2021-01-30,19:00,BC Decka Pelplin,Tychy,65,73,İY 37-30
210,2021-01-30,20:00,BC Dziki Warszawa,Sokol Lancut,74,96,İY 30-41
211,2021-01-30,19:30,Guiföes (K),Quinta (K),44,58,İY 23-29
212,2021-01-30,17:00,Voluntari,Athletic,90,64,İY 46-32
213,2021-01-30,15:00,BC Chelbasket,Altay,73,82,İY 31-49
214,2021-01-30,15:00,BC MitsuBasket Lipetsk,Rusichi,91,84,İY 48-27
215,2021-01-30,13:00,Shakhty (K),Sparta&K II(K),73,76,İY 33-37
216,2021-01-30,17:00,Rostov Don (K),Kursk II (K),76,66,İY 42-38
217,2021-01-30,10:00,Parma-KOR Permskiy Kray,CGU-Atlanta Cheboksary,68,77,İY 38-42
218,2021-01-30,18:00,Inter,Prievidza,88,64,İY 42-30
219,2021-01-30,20:00,Lucenec,Handlova,95,91,İY 55-38
220,2021-01-30,16:30,Poprad (K),Spisska (K),52,34,İY 24-21
221,2021-01-30,09:30,Formosa Dreamers,Hsinchu Lioneers,103,92,İY 46-38
222,2021-01-30,19:00,Ternopil,Dynamo Odessa,95,85,İY 48-44
223,2021-01-29,20:00,PBK CSKA Moskva,FC Bayern München,66,69,İY 39-40
224,2021-01-29,22:00,ALBA Berlin,Real Madrid,63,72,İY 30-40
225,2021-01-29,22:00,Panathinaikos BC Superfoods,Valencia,91,72,İY 48-34
226,2021-01-29,22:45,KK Crvena Zvezda,Asvel,78,81,İY 38-45
227,2021-01-29,23:00,CD Saski Baskonia,BC Žalgiris Kaunas,81,68,İY 45-36
228,2021-01-29,15:00,Akhisar Belediye,Düzce Bld.,71,74,İY 37-31
229,2021-01-29,15:00,İzmit Belediye spor Kulübü,Beşiktaş (K),74,68,İY 44-40
230,2021-01-29,14:00,Mersin Üniversitesi Basketbol Kulübü,Edremit Belediyesi Gürespor Kulübü,72,61,İY 39-31
231,2021-01-29,18:00,Urla Belediyesi Gençlik Spor Kulübü,Çeşme Basketbol,82,74,İY 33-44
232,2021-01-29,03:30,Houston,Portland,104,101,İY 53-50
233,2021-01-29,04:00,Detroit,LA Lakers,107,92,İY 56-58
234,2021-01-29,04:00,Miami,LA Clippers,105,109,İY 50-48
235,2021-01-29,06:00,Phoenix,Golden State,114,93,İY 52-47
236,2021-01-29,14:00,Belfius Mons Hainaut,Iraklis,75,79,İY 32-26
237,2021-01-29,17:00,BC Egis Körmend,Reggio Emilia,79,88,İY 43-50
238,2021-01-29,16:00,Kapfenberg,Prometei,58,64,İY 32-31
239,2021-01-29,19:00,Kyiv Basket,Rilski,69,74,İY 41-28
240,2021-01-29,17:00,Ironi N. Ziona,Stal Ostrow,86,93,İY 34-51
241,2021-01-29,23:00,Szolnoki Olaj,Sporting Clube de Portugal,78,67,İY 42-39
242,2021-01-29,15:00,Oradea,Sibiu,70,78,İY 34-37
243,2021-01-29,18:00,Botevgrad,Beşiktaş,74,71,İY 27-37
244,2021-01-29,14:00,BK Dnipro,Lions,,,
245,2021-01-29,20:00,KK Anwil,Fribourg,69,86,İY 37-48
246,2021-01-29,20:00,Parma Basket,Den Bosch,85,63,İY 39-38
247,2021-01-29,23:00,Donar,Borisfen,,,
248,2021-01-29,21:00,Élan Sportif Chalonnais,Le Mans,69,85,İY 37-35
249,2021-01-29,21:00,Gravelines,Boulazac,100,84,İY 48-49
250,2021-01-29,22:30,BG Göttingen,Brose Baskets,87,80,İY 36-43
251,2021-01-29,20:00,BC Kalev Cramo,Zielona Gora,79,86,İY 44-47
252,2021-01-29,13:30,Perth Wildcats,SE Melbourne,89,90,İY 41-42
253,2021-01-29,01:00,Trojans,Beavers,75,62,İY 30-27
254,2021-01-29,03:00,Rutgers,M. Spartans,67,37,İY 26-20
255,2021-01-29,03:00,Roadrunners,Miners,86,79,İY 46-38
256,2021-01-29,03:00,Southern Miss,Bulldogs,63,76,İY 37-37
257,2021-01-29,03:00,Redhawks,Cougars,,,
258,2021-01-29,03:00,Winthrop,UNC Asheville,84,80,İY 38-31
259,2021-01-29,03:00,Valparaiso,Braves,91,85,İY 29-32
260,2021-01-29,04:00,Kansas,Frogs,59,51,İY 18-19
261,2021-01-29,04:00,Mustangs,Memphis Tigers,67,65,İY 33-23
262,2021-01-29,04:30,Racers,Tigers,73,53,İY 31-22
263,2021-01-29,04:30,Gamecocks,Eagles,66,85,İY 32-35
264,2021-01-29,05:00,Tulane,H. Cougars,60,83,İY 14-44
265,2021-01-29,05:00,Governors,Belmont Bruins,76,81,İY 40-39
266,2021-01-29,05:00,Redhawks,Cougars,64,62,İY 27-34
267,2021-01-29,05:00,Skyhawks,Panthers,51,41,İY 26-18
268,2021-01-29,05:00,Blue Raiders,Blazers,59,70,İY 34-29
269,2021-01-29,05:00,Broncos,Pacific Tigers,,,
270,2021-01-29,05:00,Toreros,Bulldogs,62,90,İY 29-40
271,2021-01-29,05:00,Idaho State,Thunderbirds,,,
272,2021-01-29,05:00,M. Grizzlies,M. Bobcats,,,
273,2021-01-29,05:00,Vandals,Weber State,56,81,İY 28-37
274,2021-01-29,05:00,Aztecs,Cowboys,87,57,İY 63-30
275,2021-01-29,05:00,Connecticut,Villanova,,,
276,2021-01-29,05:30,Spartans,Falcons,59,58,İY 36-30
277,2021-01-29,06:00,Arizona,Cardinal,64,73,İY 29-33
278,2021-01-29,07:00,Gaels,Pilots,,,
279,2021-01-29,07:00,Sun Devils,Golden Bears,72,68,İY 29-30
280,2021-01-29,07:00,Bulldogs,Lobos,64,62,İY 19-19
281,2021-01-29,23:00,Rice Owls,Mean Green,74,79,İY 37-36
282,2021-01-29,17:00,Ted Ankara,Ege Sportif Basketbol Kulübü,89,63,İY 48-31
283,2021-01-29,14:30,M. Tel Aviv,Hapoel Elyon,70,79,İY 30-34
284,2021-01-29,15:00,Maccabi Haifa,H. Jerusalem,75,94,İY 33-48
285,2021-01-29,03:00,Zadar,Primorska,20,0,
286,2021-01-29,19:35,Legia Warszawa,Starogard,104,93,İY 52-41
287,2021-01-29,21:00,Melilla,Leyma Coruna,78,75,İY 41-34
288,2021-01-29,22:00,Palencia,Oviedo,78,81,İY 37-36
289,2021-01-29,23:00,Caceres,Valladolid,80,93,İY 39-46
290,2021-01-29,23:00,Penas Huesca,Fundacion,76,64,İY 32-38
291,2021-01-29,21:00,Eagles,Bristol Flyers,88,83,İY 49-41
292,2021-01-29,21:00,Riders,Sharks,75,73,İY 38-39
293,2021-01-29,22:30,Glasgow Rocks,Scorchers,86,93,İY 47-44
294,2021-01-29,22:30,Raiders,Man Giants,97,74,İY 46-37
295,2021-01-29,18:30,Saint Quentin,Nancy Basket,88,79,İY 35-39
296,2021-01-29,21:00,Hermine,Saint Chamond,76,86,İY 40-48
297,2021-01-29,21:00,Aix Maurienne,Vichy Clermont,69,93,İY 28-45
298,2021-01-29,22:00,Antibes,Poitiers,68,72,İY 31-48
299,2021-01-29,06:00,GS Tigers,Tongxi King,161,109,İY 98-66
300,2021-01-29,10:00,JS Dragons,LF Leopards,109,122,İY 50-55
301,2021-01-29,10:30,Jilin Tigers,SJ Whale,111,119,İY 52-54
302,2021-01-29,14:35,Xinjiang Tiger,Zhejiang Lions,102,112,İY 46-52
303,2021-01-29,15:00,SH Sharks,BF Dragons,100,114,İY 55-57
304,2021-01-29,01:00,La Union,Esgrima,77,75,İY 41-38
305,2021-01-29,03:30,Platense,Arjantin,85,69,İY 36-43
306,2021-01-29,03:30,Hispano,Bahia,96,80,İY 40-38
307,2021-01-29,02:00,Unifacisa,Flamengo,79,81,İY 31-38
308,2021-01-29,20:00,GKK Sibenik,Osijek,94,86,İY 48-43
309,2021-01-29,21:00,Zadar,Dubrava,93,84,İY 50-39
310,2021-01-29,22:30,Spirou,Liege,82,72,İY 38-28
311,2021-01-29,13:00,Seoul Thunders,LG Sakers,79,75,İY 34-42
312,2021-01-29,22:00,Zentro,Zamora,65,63,İY 38-35
313,2021-01-29,20:00,Zamarat (K),Gernika (K),57,80,İY 25-39
314,2021-01-29,21:30,P. Avenida (K),CD Ibaeta,80,76,İY 27-35
315,2021-01-29,21:30,Araski (K),Islas Can. (K),72,80,İY 35-41
316,2021-01-29,21:30,UNI Girona (K),Bembibre (K),87,69,İY 45-36
317,2021-01-29,21:04,Södertalje,Norrköping,72,86,İY 33-31
318,2021-01-29,22:04,Jamtland,Nassjö,83,75,İY 44-46
319,2021-01-29,21:15,İR,Haukar,97,83,İY 39-45
320,2021-01-29,23:15,Stjarnan,Keflavik,115,75,İY 66-30
321,2021-01-29,19:00,S. Wroclaw (K),Polkowice (K),70,81,İY 32-39
322,2021-01-29,17:00,Steaua BC,Athletic,82,78,İY 31-32
323,2021-01-29,13:00,Avtodor U21,BC Runa Under 21,64,73,İY 30-39
324,2021-01-29,14:00,UNICS U21,CSKA U21,69,92,İY 38-41
325,2021-01-29,14:00,Zenit U21,Parma,95,51,İY 41-33
326,2021-01-29,19:30,Nizhny U21,Enisey U21,80,69,İY 43-31
327,2021-01-29,15:00,Neftyanik (K),Chevakata (K),61,51,İY 30-31
328,2021-01-29,15:00,UMMC Yeka. (K),Energiya (K),75,56,İY 46-24
329,2021-01-29,18:00,S. SKFU (K),Samara (K),68,95,İY 40-44
330,2021-01-29,18:30,Moskova II (K),Kazanochka (K),53,66,İY 33-33
331,2021-01-29,19:00,Zaporizhya,MBK Mykolaiv,89,74,İY 42-44
332,2021-01-28,20:00,BC Khimki,Fenerbahçe,76,107,İY 44-53
333,2021-01-28,22:00,Olympiacos BC,FC Barcelona Lassa Bàsquet,74,76,İY 30-40
334,2021-01-28,22:45,Olimpia Milano,BK Zenit Saint Petersburg,82,76,İY 35-44
335,2021-01-28,03:00,Charlotte,Indiana,106,116,İY 55-59
336,2021-01-28,03:00,Cleveland,Detroit,122,107,İY 54-56
337,2021-01-28,03:00,Orlando,Sacramento,107,121,İY 50-65
338,2021-01-28,03:30,Atlanta,Brooklyn,128,132,İY 55-55
339,2021-01-28,03:30,Miami,Denver,82,109,İY 33-58
340,2021-01-28,03:30,Philadelphia,LA Lakers,107,106,İY 55-51
341,2021-01-28,03:30,Toronto,Milwaukee,108,115,İY 54-63
342,2021-01-28,04:00,New Orleans,Washington,124,106,İY 64-45
343,2021-01-28,04:30,San Antonio,Boston,110,106,İY 61-47
344,2021-01-28,05:00,Phoenix,Oklahoma,97,102,İY 42-45
345,2021-01-28,05:00,Utah,Dallas,116,104,İY 69-48
346,2021-01-28,06:00,Golden State,Minnesota,123,111,İY 58-51
347,2021-01-28,16:00,Kapfenberg,Kyiv Basket,51,61,İY 21-35
348,2021-01-28,19:00,Prometei,Rilski,89,76,İY 49-35
349,2021-01-28,17:00,Ironi N. Ziona,Szolnoki Olaj,90,73,İY 41-41
350,2021-01-28,20:00,Stal Ostrow,Sporting Clube de Portugal,85,83,İY 45-45
351,2021-01-28,15:00,Botevgrad,Oradea,58,55,İY 24-29
352,2021-01-28,18:00,Beşiktaş,Sibiu,90,81,İY 48-42
353,2021-01-28,20:00,Donar,Parma Basket,81,93,İY 41-53
354,2021-01-28,20:00,Borisfen,Den Bosch,,,
355,2021-01-28,11:30,Cairns Taipans,I.Hawks,70,90,İY 36-45
356,2021-01-28,00:00,Long Island University Sharks,Merrimack Warriors,63,68,İY 23-34
357,2021-01-28,00:00,JM Dukes,Towson,78,63,İY 43-25
358,2021-01-28,00:00,Red Flash,Knights,90,82,İY 40-38
359,2021-01-28,01:00,Bulldogs,Terriers,77,69,İY 38-42
360,2021-01-28,01:00,Flashes,Falcons,96,91,İY 41-43
361,2021-01-28,01:00,La Salle,Rhode Island,60,73,İY 31-37
362,2021-01-28,02:00,Florida State,Hurricanes,81,59,İY 35-23
