,date,start_time,team1,team2,team1_score,team2_score,first_half_score
106,2020-10-18,16:00,Ist. Basket,Selçuklu Bld,61,72,İY 23-40
107,2020-10-18,15:00,İzmit Belediye spor Kulübü,Botaş (K),57,72,İY 25-39
108,2020-10-18,17:30,Fenerbahçe Spor Kulübü,Çukurova (K),79,55,İY 42-29
109,2020-10-18,13:30,Real Betis,Estudiantes,80,81,İY 39-38
110,2020-10-18,18:00,Zaragoza,UCAM Murcia,98,86,İY 53-33
111,2020-10-18,19:30,CD Saski Baskonia,FC Barcelona Lassa Bàsquet,82,71,İY 39-40
112,2020-10-18,21:00,CB Herbalife Gran Canaria Claret,Unicaja Baloncesto Málaga,80,84,İY 32-41
113,2020-10-18,13:00,Dinamo Sassari,F. Bologna,89,86,İY 38-43
114,2020-10-18,18:00,Virtus Bologna,Reggio Emilia,67,77,İY 42-44
115,2020-10-18,19:00,Cantu,Venezia,67,75,İY 27-43
116,2020-10-18,20:00,Enel Brindisi,Uni Treviso,99,83,İY 38-53
117,2020-10-18,21:45,Brescia,Trieste,75,63,İY 48-27
118,2020-10-18,16:00,L. Kuban,Nizhny,73,64,İY 30-33
119,2020-10-18,16:00,BG Göttingen,S. Frankfurt,79,64,İY 44-31
120,2020-10-18,16:00,Riesen,Würzburg,78,67,İY 41-37
121,2020-10-18,21:30,FC Bayern München,Medi Bayreuth,89,95,İY 40-42
122,2020-10-18,18:00,Cibona,Mega,73,77,İY 42-44
123,2020-10-18,21:00,KK Crvena Zvezda,KK Mornar,93,62,İY 46-36
124,2020-10-18,16:30,Stal Ostrow,Gliwice,83,61,İY 40-28
125,2020-10-18,18:35,Polski Torun,KK Anwil,94,85,İY 48-48
126,2020-10-18,20:30,Start Lublin,Wilki Morskie,85,75,İY 45-42
127,2020-10-18,17:00,BC Žalgiris Kaunas,BC Juventus Utena,84,63,İY 40-31
128,2020-10-18,17:00,BC Nevėžis Kėdainiai,BC CBet Prienai,92,88,İY 40-41
129,2020-10-18,13:00,Valladolid,CB Ourense,89,87,İY 34-36
130,2020-10-18,13:00,Oviedo,Breogan,64,78,İY 35-38
131,2020-10-18,19:00,Girona,Fundacion,77,83,İY 42-44
132,2020-10-18,10:30,Fujian Xunxing,Shanxi Dragons,92,99,İY 35-48
133,2020-10-18,15:00,GZ Long-Lions,Xinjiang Tiger,97,102,İY 50-49
134,2020-10-18,15:00,Zhejiang Lions,SH Sharks,122,94,İY 58-38
135,2020-10-18,09:05,Osaka Evessa,Kyoto Hannaryz,78,70,İY 35-32
136,2020-10-18,10:05,Chiba Jets,Tochigi Brex,68,85,İY 30-40
137,2020-10-18,11:05,Niigata Abirex,Shiga L-Stars,93,99,İY 28-41
138,2020-10-18,15:30,Mladost,KKK Radnicki,116,114,İY 55-52
139,2020-10-18,17:00,Novi Pazar,Sloga,90,72,İY 58-37
140,2020-10-18,18:30,Graz,Oberwart,70,72,İY 38-34
141,2020-10-18,18:30,BC Hallmann,Dukes,76,87,İY 33-50
142,2020-10-18,16:00,Kupol Rodniki,Burevestnik,85,98,İY 35-49
143,2020-10-18,19:00,MBA Moskva,Runa,98,80,İY 43-45
144,2020-10-18,17:00,Rapla KK,Parnu,79,86,İY 30-48
145,2020-10-18,17:30,Latvijas Univ.,BK Ogre,67,78,İY 36-41
146,2020-10-18,01:00,Cruzes,Bauru,81,106,İY 40-52
147,2020-10-18,14:00,Svetkavitsa,MU Varna,94,50,İY 53-30
148,2020-10-18,15:00,BC Slavia Sofia,Pravets,65,76,İY 39-34
149,2020-10-18,16:00,Shabla,Showtime,63,72,İY 32-30
150,2020-10-18,12:00,Ulsan,Anyang KGC,78,85,İY 41-43
151,2020-10-18,12:00,Dongu Promy,Seoul Knights,72,78,İY 31-38
152,2020-10-18,19:00,Benicarlo,Barcelona II,63,64,İY 24-35
153,2020-10-18,19:30,L'Hospitalet,La Roda,65,45,İY 34-19
154,2020-10-18,13:00,UNI Girona (K),Stadium (K),68,60,İY 29-31
155,2020-10-18,14:00,CAB Estepona,Nou Basquet Paterna,64,46,İY 37-23
156,2020-10-18,14:30,CN Helios,Club Sant Josep Obrer,65,69,İY 20-46
157,2020-10-18,17:04,Norrköping,Lulea,83,77,İY 44-43
158,2020-10-18,19:00,Ferrara,P. Trapani,72,69,İY 37-30
159,2020-10-18,19:00,Torino,P. Biella,104,86,İY 55-40
160,2020-10-18,19:00,Monferrato,Derthona,53,93,İY 25-45
161,2020-10-18,19:00,Venezia (K),Broni 93 (K),87,38,İY 44-20
162,2020-10-18,19:00,Lucca (K),Ragusa (K),72,73,İY 40-43
163,2020-10-18,20:30,San Martino(K),Costa (K),77,70,İY 33-43
164,2020-10-18,06:00,Niigata (K),E. Vickies (K),66,81,İY 30-39
165,2020-10-18,08:30,Sunflowers (K),C. V-Magic (K),100,72,İY 46-38
166,2020-10-18,11:00,Red Wave (K),H. Cougars (K),90,61,İY 54-29
167,2020-10-18,18:00,Gdynia (K),L.Sosnowiec(K),92,71,İY 57-32
168,2020-10-18,17:00,Sporting Clube de Portugal,Maia,96,66,İY 42-32
169,2020-10-18,19:00,Sanjoanense,Sangalhos,81,62,İY 37-25
170,2020-10-18,13:00,Galitos (K),CAB Madeira(K),50,56,İY 21-29
171,2020-10-18,18:00,Ovarense (K),CAD Coimbra(K),64,50,İY 38-29
172,2020-10-18,13:00,Avtodor U21,Khimki U21,70,83,İY 36-35
173,2020-10-18,19:00,BC Runa Under 21,CSKA U21,80,73,İY 38-36
174,2020-10-18,10:00,Novosibirsk(K),D.Moskova (K),77,67,İY 37-32
175,2020-10-18,11:00,Kinmen,Pauian Archiland Basketball Team,93,71,İY 52-37
176,2020-10-18,13:00,Taiwan Beer,Chinese White,69,57,İY 37-25
177,2020-10-18,14:00,Mavpi,Ternopil,60,98,İY 37-47
178,2020-10-18,14:00,Zaporizhya,BK Khimik,86,55,İY 34-33
179,2020-10-18,16:00,MBK Mykolaiv,Kyiv Basket,72,88,İY 34-37
180,2020-10-18,16:00,BK Budivelnyk,BK Kharkivski Sokoli,77,79,İY 40-38
181,2020-10-18,14:00,Dnipro II,DYSUSSH,86,50,İY 49-32
182,2020-10-18,11:00,Mavpi II,BC Zhytomyr,75,82,İY 41-43
183,2020-10-17,13:00,Darüşşafaka Spor Kulübü,M.Y. Afyon Bld,102,77,İY 50-39
184,2020-10-17,15:15,Fethiye Belediye Basketbol Kulübü,Galatasaray,91,82,İY 41-52
185,2020-10-17,17:30,TOFAŞ Spor Kulübü,Pınar Karşıyaka Spor Kulübü,78,88,İY 37-54
186,2020-10-17,20:00,Petkim Spor,FruttiEx Bursa,108,80,İY 60-30
187,2020-10-17,14:30,Final Spor,Manisa Bşb,73,59,İY 32-32
188,2020-10-17,16:00,Balıkesir BŞB,Kocaeli,90,89,İY 39-35
189,2020-10-17,17:00,Gemlik Basketbol Kulübü,Semt77 Yalova,81,72,İY 41-42
190,2020-10-17,17:00,Samsunspor,Bornova Belediye Spor Kulübü,75,81,İY 38-37
191,2020-10-17,17:00,Sigortam.net,Ankara Anadolu,91,75,İY 53-30
192,2020-10-17,14:00,Çankaya Üniversitesi Spor Kulübü,Beşiktaş (K),98,94,İY 52-45
193,2020-10-17,14:00,Galatasaray Spor Kulübü,Elazığ İl Özel İdare Basketbol,75,57,İY 39-23
194,2020-10-17,14:00,Adana BK,Kayseri BB (K),83,70,İY 42-32
195,2020-10-17,16:00,Nesibe Aydın Spor Kulübü,Orman G. (K),75,58,İY 36-33
196,2020-10-17,19:00,BC MoraBanc Andorra,Burgos,87,82,İY 31-30
197,2020-10-17,19:00,Fuenlabrada,Manresa,100,102,İY 51-46
198,2020-10-17,21:45,Obradoiro,Gipuzkoa,85,76,İY 42-35
199,2020-10-17,21:45,Tenerife,Club Joventut de Badalona,86,82,İY 43-43
200,2020-10-17,21:30,Vanoli,Varese,80,67,İY 47-33
201,2020-10-17,21:30,Pesaro,Trento,57,71,İY 24-31
202,2020-10-17,17:00,Nanterre,SIG Basket Strasbourg,89,80,İY 39-43
203,2020-10-17,18:00,AS Monaco,Élan Sportif Chalonnais,90,60,İY 51-32
204,2020-10-17,21:00,Dijon,Pau Orthez,87,71,İY 35-35
205,2020-10-17,21:00,Orleans,Chalons-Reims,99,79,İY 56-32
206,2020-10-17,21:00,Boulazac,Le Portel,70,71,İY 35-32
207,2020-10-17,19:00,Telekom Basket,Oldenburg,90,76,İY 44-36
208,2020-10-17,19:00,Rasta Vechta,Giessen 46ers,99,85,İY 56-41
209,2020-10-17,16:00,Ratiopharm Ulm,Brose Baskets,65,74,İY 29-35
210,2020-10-17,21:30,Mitteldeutsche,Crailsheim,99,94,İY 52-44
211,2020-10-17,18:00,Igokea,Primorska,89,71,İY 42-34
212,2020-10-17,20:00,KK Budućnost VOLI,Borac Cacak,86,83,İY 48-44
213,2020-10-17,22:00,FMP Beograd,Partizan,90,103,İY 44-48
214,2020-10-17,18:35,Astoria,Trefl Sopot,77,82,İY 46-26
215,2020-10-17,17:00,Neptunas,Vilnius Rytas,60,98,İY 35-49
216,2020-10-17,18:15,Lietkabelis,BC Siauliai,101,76,İY 49-32
217,2020-10-17,19:30,CB Granada,Penas Huesca,89,75,İY 38-40
218,2020-10-17,21:00,Myrtia,Amics Castello,58,86,İY 23-45
219,2020-10-17,21:00,Blois 41,S'weyersheim,78,60,İY 39-29
220,2020-10-17,11:00,JS Dragons,QD Eagles,94,102,İY 46-53
221,2020-10-17,14:35,GS Tigers,ZJ Gold Bulls,113,138,İY 52-58
222,2020-10-17,10:05,Brave Thunders,H. Dragonflies,82,80,İY 38-44
223,2020-10-17,10:05,Levanga,Shimane SM,85,93,İY 42-41
224,2020-10-17,10:05,Chiba Jets,Tochigi Brex,87,78,İY 37-35
225,2020-10-17,12:05,Niigata Abirex,Shiga L-Stars,79,73,İY 35-30
226,2020-10-17,12:05,Toyama Grouses,NeoPhoenix,81,54,İY 46-17
227,2020-10-17,20:00,Zabok,Puntamika,88,76,İY 46-40
228,2020-10-17,15:45,OKK Beograd,Kolubara LA,75,81,İY 44-35
229,2020-10-17,18:00,Dynamic,Vrsac,104,80,İY 48-46
230,2020-10-17,20:00,Napredak,Tamis,79,71,İY 47-40
231,2020-10-17,20:00,Sloboda Uzice,Zlatibor,74,82,İY 34-37
232,2020-10-17,20:30,Metalac,Dunav,91,97,İY 38-47
233,2020-10-17,20:00,Podcetrtek,Zlatorog Lasko,84,81,İY 45-36
234,2020-10-17,20:00,Helios Domzale,Sentjur,87,72,İY 40-33
235,2020-10-17,20:00,KK Sencur,KK Rogaska,78,77,İY 33-45
236,2020-10-17,18:30,Flyers Wels,Timberwolves,89,73,İY 41-30
237,2020-10-17,18:30,St. Pölten,Traiskirchen,91,75,İY 50-35
238,2020-10-17,20:00,Swans Gmunden,Kapfenberg,90,72,İY 42-36
239,2020-10-17,15:00,Tallinna Kalev,RSK Tarvas,94,93,İY 45-58
240,2020-10-17,17:00,VEF Riga,Ventspils,96,93,İY 60-52
241,2020-10-17,19:00,Vidzemes,Liepajas,86,88,İY 45-49
242,2020-10-17,01:30,Paulistano,Aerco Osasco,73,54,İY 38-24
243,2020-10-17,17:00,Vera Cruz (K),Pro-Esporte (K,88,44,İY 38-26
244,2020-10-17,12:00,Beroe (K),Academic (K),114,40,İY 60-18
245,2020-10-17,14:00,Catz (K),ToPo (K),36,69,İY 21-25
246,2020-10-17,08:00,Incheon ET,LG Sakers,82,64,İY 40-28
247,2020-10-17,08:00,Ulsan,Goyang Orions,80,93,İY 49-44
248,2020-10-17,12:00,Dongu Promy,Anyang KGC,81,99,İY 41-56
249,2020-10-17,19:30,Carramimbre CBC Valladolid II,CD Filipenses,72,82,İY 43-40
250,2020-10-17,19:00,Godella,TAU Castello II,85,81,İY 41-36
251,2020-10-17,20:00,Zamora,Zornotza,81,73,İY 34-39
252,2020-10-17,20:30,Alcobendas,Fragata Moron,82,81,İY 35-43
253,2020-10-17,19:15,Cornella,Albacete,68,85,İY 42-39
254,2020-10-17,20:00,Tarragona,Menorca,49,83,İY 28-49
255,2020-10-17,21:00,Navarra,Prat,76,88,İY 41-51
256,2020-10-17,19:15,Bembibre (K),Clarinos (K),55,62,İY 31-32
257,2020-10-17,21:30,Ensino (K),Islas Can. (K),92,57,İY 51-27
258,2020-10-17,19:30,CP Miralvalle,U. Farrol (K),42,76,İY 21-53
259,2020-10-17,18:30,Alcobendas (K),CB Pozuelo (K),75,54,İY 33-27
260,2020-10-17,20:00,CD Baloncesto Sevilla Femenino,Colegio La Salle,57,65,İY 31-38
261,2020-10-17,17:00,Barcelona (K),GEiEG (K),79,73,İY 35-32
262,2020-10-17,19:30,Vigarano (K),F. Schio (K),49,88,İY 21-54
263,2020-10-17,21:30,Dinamo Banco di Sardegna Sassari,V. Bologna (K),68,72,İY 36-51
264,2020-10-17,19:00,Sanga Milano (,Sarcedo (K),95,87,İY 30-41
265,2020-10-17,20:00,Ponzano (K),S. Giorgio (K),64,81,İY 34-35
266,2020-10-17,21:30,Alpo 99 (K),Moncalieri (K),69,72,İY 36-42
267,2020-10-17,22:00,Castelnuovo(K),BC Bolzano (K),59,49,İY 32-23
268,2020-10-17,22:00,Galli (K),Nico (K),74,61,İY 34-35
269,2020-10-17,08:00,Sendai 89ers,Kumamoto,77,73,İY 42-28
270,2020-10-17,06:00,Niigata (K),E. Vickies (K),54,58,İY 28-28
271,2020-10-17,08:30,Sunflowers (K),C. V-Magic (K),98,59,İY 50-30
272,2020-10-17,11:00,Red Wave (K),H. Cougars (K),63,74,İY 22-35
273,2020-10-17,16:00,BC Sūduva,BC Silute,79,76,İY 39-38
274,2020-10-17,16:00,Z. Kaunas II,BC Ezerünas,78,76,İY 44-35
275,2020-10-17,19:30,BC Jonava,Joniskis,81,59,İY 46-37
276,2020-10-17,19:00,BC Dziki Warszawa,Lowicz,97,95,İY 58-36
277,2020-10-17,17:00,Sport Lisboa e Benfica,Imortal,97,84,İY 48-41
278,2020-10-17,18:30,Esgueira,CAB Madeira,65,66,İY 34-46
279,2020-10-17,20:00,Porto,Vitoria,76,71,İY 30-23
280,2020-10-17,20:00,Oliveirense,Galitos FC,88,57,İY 43-30
281,2020-10-17,23:30,Lusitania,Academica,93,83,İY 48-35
282,2020-10-17,20:00,Benfica II,Academia,88,66,İY 42-27
283,2020-10-17,20:00,Illiabum Clube,Ginasio,93,70,İY 46-24
284,2020-10-17,17:00,CD Povoa (K),Coimbröes (K),62,42,İY 38-21
285,2020-10-17,20:45,Academico (K),CLIP (K),49,52,İY 27-20
286,2020-10-17,23:30,Esgueira (K),Maia BC,72,31,İY 41-15
287,2020-10-17,19:00,BC Runa Under 21,CSKA U21,68,84,İY 27-41
288,2020-10-17,16:00,MBA Moskva (K),Syktyvkar (K),81,69,İY 48-41
289,2020-10-17,17:00,Levicki,Handlova,93,79,İY 53-46
290,2020-10-17,21:00,Spisska,Prievidza,97,71,İY 42-37
291,2020-10-17,11:00,Bank of Taiwan,Taiwan Beer,63,62,İY 28-36
292,2020-10-17,13:00,Chinese White,Luxgen Dinos,77,74,İY 33-40
293,2020-10-17,14:00,Dnipro II,DYSUSSH,81,50,İY 38-32
294,2020-10-17,16:00,Mavpi II,BC Zhytomyr,79,87,İY 32-46
295,2020-10-16,20:00,PBK CSKA Moskva,ALBA Berlin,88,93,İY 51-47
296,2020-10-16,20:45,Fenerbahçe,FC Bayern München,71,75,İY 45-25
297,2020-10-16,21:00,Olympiacos BC,M. Tel Aviv,85,82,İY 44-40
298,2020-10-16,21:45,Olimpia Milano,Real Madrid,78,70,İY 31-42
299,2020-10-16,22:00,CD Saski Baskonia,BC Khimki,77,60,İY 35-36
300,2020-10-16,21:00,Chorale Roanne,Cholet Basket,96,88,İY 49-40
301,2020-10-16,21:00,Cedevita,Split,94,66,İY 42-38
302,2020-10-16,18:35,Starogard,Legia Warszawa,90,97,İY 34-39
303,2020-10-16,22:30,Palencia,Melilla,81,50,İY 38-30
304,2020-10-16,19:00,Real Canoe NC,Bahia San Agustin,91,83,İY 50-35
305,2020-10-16,22:00,Lleida,Almansa,62,67,İY 35-26
306,2020-10-16,21:00,Lille BC,Nancy Basket,79,96,İY 40-45
307,2020-10-16,21:00,Denain Voltair,Evreux,82,76,İY 35-34
308,2020-10-16,21:00,Gries,Saint Chamond,101,86,İY 54-44
309,2020-10-16,21:30,Rouen Basket,Antibes,87,81,İY 41-45
310,2020-10-16,13:05,Brave Thunders,H. Dragonflies,99,64,İY 41-31
311,2020-10-16,19:00,KK Pirot,Vojvodina,73,95,İY 40-48
312,2020-10-16,18:30,RSU (K),BJBS Rīga (K),51,48,İY 25-31
313,2020-10-16,02:00,Corinthians,Pinheiros/SKY,86,78,İY 40-41
314,2020-10-16,20:30,BC Balkan Botevgrad II,Mix,78,67,İY 37-31
315,2020-10-16,19:00,T. Kalev II,Paide Viking,84,73,İY 39-27
316,2020-10-16,19:30,Keila KK,Tartu Kalev,78,87,İY 39-35
317,2020-10-16,19:30,BC Kadrina Karud,TSKK / Nord,97,54,İY 48-29
318,2020-10-16,18:30,Kouvot,Ura,85,79,İY 47-43
319,2020-10-16,13:00,KT Sonicboom,Jeonju KCC,60,83,İY 26-45
320,2020-10-16,21:00,Zamarat (K),P. Avenida (K),64,87,İY 31-48
321,2020-10-16,21:45,Promete (K),Gernika (K),59,47,İY 28-20
322,2020-10-16,13:00,Otsuka Alphas,P Yamagata,70,67,İY 31-40
323,2020-10-16,12:00,Luxgen Dinos,Bank of Taiwan,69,59,İY 36-27
324,2020-10-16,14:00,Pauian Archiland Basketball Team,Chinese White,71,106,İY 43-54
325,2020-10-16,18:00,Zaporizhya,Dynamo Odessa,80,66,İY 40-27
326,2020-10-16,18:30,Mavpi,Kyiv Basket,67,102,İY 44-44
327,2020-10-16,19:00,MBK Mykolaiv,Ternopil,68,106,İY 32-54
328,2020-10-16,19:30,BK Budivelnyk,BK Dnipro,78,94,İY 43-39
329,2020-10-15,20:00,BC Žalgiris Kaunas,Anadolu Efes Spor Kulübü,89,73,İY 41-35
330,2020-10-15,22:00,FC Barcelona Lassa Bàsquet,Panathinaikos BC Superfoods,97,89,İY 36-35
331,2020-10-15,21:30,Estudiantes,CB Herbalife Gran Canaria Claret,94,68,İY 40-34
332,2020-10-15,18:00,Cheboksary,Temp,86,94,İY 41-53
333,2020-10-15,19:00,Univ Yugra,Tambov,92,82,İY 52-50
334,2020-10-15,20:15,Maaülikooli,Audentes,80,73,İY 50-29
335,2020-10-15,13:00,Anyang KGC,Goyang Orions,71,73,İY 30-33
336,2020-10-15,18:00,BC Telsiai,Z. Kaunas II,107,74,İY 57-42
337,2020-10-15,18:00,BC Ezerünas,BC Sūduva,70,107,İY 31-64
338,2020-10-14,19:30,Olympiacos BC,Olimpia Milano,86,75,İY 36-42
339,2020-10-14,19:30,M. Tel Aviv,FC Bayern München,82,85,İY 25-34
340,2020-10-14,20:45,Fenerbahçe,PBK CSKA Moskva,77,78,İY 31-32
341,2020-10-14,22:00,Real Madrid,BC Khimki,94,85,İY 49-41
