,date,start_time,team1,team2,team1_score,team2_score,first_half_score
641,2021-01-31,04:30,San Antonio,Memphis,112,129,İY 56-64
642,2021-01-31,05:00,Dallas,Phoenix,105,111,İY 55-55
643,2021-01-31,06:00,Golden State,Detroit,118,91,İY 64-45
644,2021-01-31,21:00,New York,LA Clippers,115,129,İY 65-66
645,2021-01-31,23:30,Denver,Utah,128,117,İY 79-54
646,2021-01-31,14:30,FC Barcelona Lassa Bàsquet,UCAM Murcia,92,63,İY 37-36
647,2021-01-31,14:30,Manresa,Burgos,87,101,İY 30-48
648,2021-01-31,19:00,CD Saski Baskonia,Zaragoza,89,61,İY 39-31
649,2021-01-31,20:30,Unicaja Baloncesto Málaga,Valencia,85,89,İY 34-34
650,2021-01-31,22:00,Real Madrid,CB Herbalife Gran Canaria Claret,81,80,İY 41-35
651,2021-01-31,18:00,Cantu,Varese,97,82,İY 48-42
652,2021-01-31,19:00,Olimpia Milano,Trieste,81,100,İY 42-47
653,2021-01-31,19:30,Trento,F. Bologna,64,78,İY 36-38
654,2021-01-31,20:00,Brescia,Uni Treviso,91,94,İY 33-61
655,2021-01-31,22:45,Pesaro,Venezia,65,78,İY 34-32
656,2021-01-31,17:00,S. Frankfurt,Telekom Basket,84,79,İY 44-36
657,2021-01-31,17:00,ALBA Berlin,Rasta Vechta,86,70,İY 43-44
658,2021-01-31,20:00,FC Bayern München,Crailsheim,103,105,İY 46-44
659,2021-01-31,12:00,BC Astana,BC Avtodor Saratov,83,92,İY 48-41
660,2021-01-31,17:30,BK Zenit Saint Petersburg,L. Kuban,90,85,İY 48-42
661,2021-01-31,07:00,Melbourne,SE Melbourne,96,90,İY 47-40
662,2021-01-31,00:00,Terriers,Long Island University Sharks,88,102,İY 40-61
663,2021-01-31,00:00,Shockers,knights,93,88,İY 34-38
664,2021-01-31,00:00,Georgia Tech,Florida State,76,65,İY 33-26
665,2021-01-31,00:00,Marshall Herd,Owls,,,
666,2021-01-31,00:00,Charlotte 49ers,Gold. Panthers,68,65,İY 34-39
667,2021-01-31,00:00,Flashes,Chippewas,83,76,İY 50-42
668,2021-01-31,00:00,Terriers,Mercer Bears,72,69,İY 39-27
669,2021-01-31,00:00,Baylor Bears,Tigers,84,72,İY 35-30
670,2021-01-31,00:00,Eagles,C. Carolina,61,58,İY 29-18
671,2021-01-31,00:00,Buccaneers,Bulldogs,112,84,İY 50-43
672,2021-01-31,00:00,Presbyterian,Lancers,66,54,İY 25-19
673,2021-01-31,00:00,Panthers,Bulldogs,79,57,İY 32-21
674,2021-01-31,00:00,Cowboys,Razorbacks,81,77,İY 38-34
675,2021-01-31,00:00,M. Bobcats,M. Grizzlies,,,
676,2021-01-31,00:00,Kennesaw State,Bellarmine Knights,79,84,İY 36-43
677,2021-01-31,00:00,Purple Eagles,Hawks,83,74,İY 43-37
678,2021-01-31,00:00,Vandals,Weber State,62,81,
679,2021-01-31,00:00,Dayton Flyers,Rhode Island,67,56,İY 29-32
680,2021-01-31,00:00,Salukis,Panthers,62,74,İY 30-27
681,2021-01-31,00:30,Spartans,Hornets,94,66,İY 48-23
682,2021-01-31,00:30,Braves,Jaguars,59,76,İY 21-40
683,2021-01-31,01:00,Bears,Demons,77,81,İY 42-40
684,2021-01-31,01:00,Gardner-Webb,High Point,69,72,İY 31-26
685,2021-01-31,01:00,Arizona,Golden Bears,71,50,İY 37-22
686,2021-01-31,01:00,Lions,Privateers,79,73,İY 34-36
687,2021-01-31,01:00,VCU Rams,Fordham Rams,,,
688,2021-01-31,01:00,North Florida,Lions,82,72,İY 45-34
689,2021-01-31,01:00,Pilots,Broncos,,,
690,2021-01-31,01:00,Red Wolves,Mavericks,64,65,İY 31-25
691,2021-01-31,01:00,Falcons,Rockets,66,84,İY 28-40
692,2021-01-31,01:00,Governors,Tigers,71,56,İY 42-16
693,2021-01-31,01:00,Norse,Flames,69,67,İY 39-35
694,2021-01-31,01:00,Toreros,Lions,,,
695,2021-01-31,01:00,Penguins,Titans,72,77,İY 34-38
696,2021-01-31,01:00,Raiders,Colonials,86,56,İY 42-23
697,2021-01-31,01:00,Skyhawks,Cougars,60,76,İY 24-35
698,2021-01-31,01:00,Trojans,Mountaineers,65,59,İY 32-30
699,2021-01-31,01:00,Bobcats,Ragin Cajuns,73,74,İY 35-38
700,2021-01-31,01:00,Trojans,Warhawks,65,49,İY 29-26
701,2021-01-31,01:30,Campbell,Buccaneers,75,67,İY 28-38
702,2021-01-31,01:30,Bulldogs,Musketeers,55,68,İY 25-37
703,2021-01-31,01:30,Cardinals,Cowboys,64,56,İY 41-27
704,2021-01-31,02:00,Virginia Tech,Virginia Cavs,65,51,İY 21-29
705,2021-01-31,02:00,Jacksonville,Liberty Flames,58,64,İY 19-28
706,2021-01-31,02:00,Volunteers,Kansas,80,61,İY 40-26
707,2021-01-31,02:00,Mississippi,Iowa State,95,56,İY 44-28
708,2021-01-31,02:00,Redhawks,Panthers,75,44,İY 38-20
709,2021-01-31,02:00,Bulldogs,Rebels,71,61,İY 37-34
710,2021-01-31,02:00,Idaho State,NWU Eagles,89,48,İY 42-22
711,2021-01-31,02:00,Spartans,Falcons,75,62,İY 39-28
712,2021-01-31,02:00,Cougars,Pacific Tigers,95,87,İY 31-32
713,2021-01-31,02:30,G. Panthers,Jaguars,,,
714,2021-01-31,02:30,Tigers,Golden Lions,74,71,İY 42-33
715,2021-01-31,02:30,Tigers,Delta Devils,106,56,İY 43-18
716,2021-01-31,03:00,South Florida,Cincinnati,,,
717,2021-01-31,03:00,Knights,Bulldogs,81,79,İY 43-45
718,2021-01-31,03:00,Bulldogs,Lobos,65,55,İY 28-28
719,2021-01-31,03:00,Bruins,Beavers,57,52,İY 27-25
720,2021-01-31,03:00,UC Davis,Santa Barbara,86,89,İY 36-36
721,2021-01-31,03:00,Duquesne Dukes,Saint Joseph's,67,50,İY 40-17
722,2021-01-31,03:00,Vikings,Phoenix,73,65,İY 41-23
723,2021-01-31,03:00,Cal Poly,CSU Northridge,51,64,İY 27-27
724,2021-01-31,03:00,Spartans,V. Keydets,76,59,İY 38-31
725,2021-01-31,03:00,Long Beach,Tritons,,,
726,2021-01-31,03:00,Pacific Tigers,Gaels,,,
727,2021-01-31,03:00,Mastadons,Grizzlies,75,82,İY 32-39
728,2021-01-31,03:00,Redhawks,Cougars,,,
729,2021-01-31,03:00,JM Dukes,Cougars,,,
730,2021-01-31,03:00,Florida Eagles,Stetson,66,77,İY 26-40
731,2021-01-31,03:30,Purdue,Golden Gophers,81,62,İY 30-35
732,2021-01-31,03:30,Red Flash,Blue Devils,62,59,İY 27-24
733,2021-01-31,04:00,Pittsburgh,Fighting Irish,58,84,İY 29-41
734,2021-01-31,04:00,Sun Devils,Cardinal,79,75,İY 42-36
735,2021-01-31,04:00,Blue Demons,Bluejays,62,69,İY 29-29
736,2021-01-31,04:00,Wildcats,Longhorns,,,
737,2021-01-31,04:00,Waves,Bulldogs,75,97,İY 34-49
738,2021-01-31,04:00,Coyotes,Mavericks,97,93,İY 40-45
739,2021-01-31,04:00,Wolverines,Tarleton State Texans,62,70,İY 24-31
740,2021-01-31,04:00,Kangaroos,Bison,49,47,İY 28-27
741,2021-01-31,04:00,Peacocks,Jaspers,68,54,İY 30-22
742,2021-01-31,04:30,Tigers,Hornets,80,73,İY 37-24
743,2021-01-31,04:30,Hawks,Leathernecks,87,99,İY 42-46
744,2021-01-31,04:30,Commodores,Gamecocks,93,81,İY 52-37
745,2021-01-31,04:30,Racers,Belmont Bruins,71,72,İY 37-32
746,2021-01-31,05:00,Miners,Roadrunners,69,51,İY 32-29
747,2021-01-31,05:00,Pioneers,Jackrabbits,,,
748,2021-01-31,05:00,Antelopes,Aggies,65,53,İY 36-28
749,2021-01-31,05:00,Lancers,Trailblazers,75,79,İY 35-37
750,2021-01-31,06:00,Roadrunners,CSU Fullerton,83,73,İY 37-30
751,2021-01-31,06:00,Aztecs,Cowboys,98,71,İY 51-28
752,2021-01-31,07:59,Warriors,UC Irvine,62,61,İY 26-26
753,2021-01-31,20:00,Greyhounds,Midshipmen,,,
754,2021-01-31,20:00,Temple Owls,Tulane,64,81,İY 27-35
755,2021-01-31,21:00,H. Cougars,Mustangs,70,48,İY 28-24
756,2021-01-31,21:00,Ohio State,M. Spartans,79,62,İY 42-30
757,2021-01-31,21:00,Towson,WM Tribe,74,75,İY 39-32
758,2021-01-31,21:00,Seahawks,Hofstra Pride,83,89,İY 41-49
759,2021-01-31,21:00,Retrievers,Black Bears,,,
760,2021-01-31,22:00,Highlanders,Retrievers,69,65,İY 30-39
761,2021-01-31,22:00,N. Colorado,N. Arizona,,,
762,2021-01-31,22:00,Binghamton,New Hampshire,65,71,İY 26-24
763,2021-01-31,22:00,Delaware,Pheonix,75,70,İY 34-25
764,2021-01-31,22:00,Bison,Mountain Hawks,92,68,İY 46-35
765,2021-01-31,22:00,Mountaineers,Pioneers,76,64,İY 45-29
766,2021-01-31,22:00,JM Dukes,Drexel Dragons,73,64,İY 39-32
767,2021-01-31,22:00,Stony Brook,Hartford Hawks,63,49,İY 30-26
768,2021-01-31,22:05,W. Eagles,S. Hornets,68,60,İY 37-22
769,2021-01-31,23:00,Red Foxes,Saints,50,63,İY 27-30
770,2021-01-31,23:00,Blazers,Blue Raiders,63,52,İY 27-32
771,2021-01-31,23:00,Bulldogs,Redbirds,78,76,İY 38-32
772,2021-01-31,23:00,Bears,Ramblers,46,72,İY 16-41
773,2021-01-31,23:30,Golden Eagles,SJ Red Storm,73,75,İY 31-46
774,2021-01-31,23:30,SJ Red Storm,Connecticut,,,
775,2021-01-31,20:00,Hapoel Eilat,Hapoel Haifa,89,80,İY 50-35
776,2021-01-31,22:00,H. Tel Aviv,M. Tel Aviv,69,85,İY 28-51
777,2021-01-31,18:00,Panathinaikos BC Superfoods,Promitheas,78,80,İY 36-43
778,2021-01-31,21:00,Cibona,Krka,78,69,İY 41-33
779,2021-01-31,19:35,Start Lublin,Gliwice,70,75,İY 38-29
780,2021-01-31,17:30,BC Siauliai,BC CBet Prienai,99,105,İY 42-56
781,2021-01-31,18:00,BC Nevėžis Kėdainiai,Pieno Pasvalys,64,89,İY 36-36
782,2021-01-31,18:20,BC Juventus Utena,BC Žalgiris Kaunas,90,87,İY 46-52
783,2021-01-31,18:00,Riders,Scorchers,103,76,İY 51-33
784,2021-01-31,20:00,Man Giants,Phoenix,70,88,İY 32-59
785,2021-01-31,17:20,Blois 41,Quimper,83,68,İY 39-34
786,2021-01-31,21:00,Denain Voltair,Fos Provence,73,77,İY 38-35
787,2021-01-31,10:30,LF Leopards,SH Sharks,117,95,İY 57-44
788,2021-01-31,14:35,Beijing Ducks,Jilin Tigers,102,105,İY 50-61
789,2021-01-31,15:00,JS Dragons,GS Tigers,98,120,İY 48-55
790,2021-01-31,07:05,Levanga,Kyoto Hannaryz,74,94,İY 40-49
791,2021-01-31,07:35,Shimane SM,Brave Thunders,86,85,İY 44-43
792,2021-01-31,08:05,Yokohama BC,H. Dragonflies,80,74,İY 30-36
793,2021-01-31,08:05,Shinshu BW,Shiga L-Stars,76,79,İY 35-26
794,2021-01-31,08:05,NeoPhoenix,Ryukyu,72,99,İY 30-51
795,2021-01-31,08:05,Sun Rockers,Tochigi Brex,62,67,İY 24-35
796,2021-01-31,09:05,Chiba Jets,Osaka Evessa,76,70,İY 35-34
797,2021-01-31,09:05,Toyota Alvark,Toyama Grouses,90,86,İY 37-35
798,2021-01-31,09:05,SeaHorses,Akita NH,75,84,İY 37-41
799,2021-01-31,09:05,Dolphins,Niigata Abirex,78,73,İY 36-30
800,2021-01-31,23:10,Almagro,Obras,86,81,İY 41-41
801,2021-01-31,01:00,Pinheiros/SKY,Cruzes,77,81,İY 42-45
802,2021-01-31,17:00,Flamengo,Brasilia,115,58,İY 63-36
803,2021-01-31,21:00,Cerrado,Pato Basquete,77,76,İY 38-36
804,2021-01-31,19:00,Gorica,Puntamika,103,61,İY 45-31
805,2021-01-31,19:00,Zabok,Split,92,88,İY 49-37
806,2021-01-31,21:00,Alkar Sinj,Skrljevo,65,66,İY 32-36
807,2021-01-31,20:30,KKK Radnicki,Mladost,91,110,İY 45-63
808,2021-01-31,20:00,Pardubice,Kralovsti Soko,85,79,İY 45-31
809,2021-01-31,17:00,Phoenix Brussels,Oostende,62,83,İY 33-48
810,2021-01-31,15:30,T-Minsk (K),Viktoria,98,76,İY 54-33
811,2021-01-31,09:00,Seoul Knights,Ulsan,93,74,İY 60-32
812,2021-01-31,09:00,LG Sakers,Incheon ET,73,81,İY 31-42
813,2021-01-31,11:00,Jeonju KCC,Anyang KGC,85,83,İY 42-40
814,2021-01-31,20:45,UE Sant Cugat Negre,SESE,75,78,İY 40-36
815,2021-01-31,19:00,Club Joventut de Badalona II,Azulejos Moncayo CB Zaragoza,72,52,İY 43-29
816,2021-01-31,14:30,Valle de Egües,Logrobasket Club,63,77,İY 32-39
817,2021-01-31,20:00,Ardoi,Santurtzi,43,80,İY 23-38
818,2021-01-31,14:30,Alcobendas,Marbella,66,77,İY 32-38
819,2021-01-31,22:00,CB Pozuelo (K),Real Canoe (K),42,57,İY 25-31
820,2021-01-31,13:00,Club Joventut Badalona,Lima Horta (K),54,60,İY 30-40
821,2021-01-31,20:00,Scafati,Stella Azzurra,85,65,İY 49-23
822,2021-01-31,20:00,Ferrara,Forli,81,85,İY 42-35
823,2021-01-31,20:00,Baltur,Chieti,65,50,İY 42-27
824,2021-01-31,20:00,Pistoia,Rieti,68,81,İY 41-44
825,2021-01-31,18:00,Novipiù JB Monferrato,Orlandina,97,79,İY 48-43
826,2021-01-31,19:00,Bergamo,Treviglio,73,76,İY 29-43
827,2021-01-31,20:00,Torino,P. Biella,85,90,İY 42-44
828,2021-01-31,20:00,Verona,Urania,93,80,İY 44-39
829,2021-01-31,20:00,Derthona,P. Trapani,71,72,İY 40-26
830,2021-01-31,20:00,Assigeco,Orzinuovi,89,96,İY 32-47
831,2021-01-31,07:30,Fukushima FB,Earthfriends,87,55,İY 44-33
832,2021-01-31,08:00,Tokyo,S. Broncos,85,72,İY 41-32
833,2021-01-31,15:00,UMK Torun,Sharks AWFiS Port Gdynia,101,86,İY 51-35
834,2021-01-31,19:00,Dijo Maximus GOKiS Kąty Wrocławskie,Gorzów II (K),61,55,İY 34-35
835,2021-01-31,19:00,Ovarense,Porto,56,66,İY 23-31
836,2021-01-31,21:30,Vitoria,Sport Lisboa e Benfica,66,89,İY 41-48
837,2021-01-31,10:00,Enisey II (K),Yunost (K),66,68,İY 30-26
838,2021-01-31,10:00,Parma-KOR Permskiy Kray,CGU-Atlanta Cheboksary,74,87,İY 50-53
839,2021-01-31,09:30,Formosa Dreamers,Fubon Braves,84,111,İY 42-59
840,2021-01-31,15:00,Zaporizhya,Mavpi,77,75,İY 36-42
841,2021-01-31,20:00,DYSUSSH,SumDU,59,89,İY 33-47
