,date,start_time,team1,team2,team1_score,team2_score,first_half_score
87,2020-12-11,19:30,S. SKFU (K),Black Bears(K),80,74,İY 41-37
88,2020-12-11,21:30,Maribor (K),Ledita (K),65,81,İY 31-39
89,2020-12-10,21:00,KK Crvena Zvezda,Olympiacos BC,79,81,İY 45-37
90,2020-12-10,22:00,ALBA Berlin,Fenerbahçe,89,63,İY 44-27
91,2020-12-10,23:00,CD Saski Baskonia,M. Tel Aviv,63,67,İY 33-37
92,2020-12-10,23:00,Valencia,Anadolu Efes Spor Kulübü,76,74,İY 40-38
93,2020-12-10,23:00,Real Madrid,BK Zenit Saint Petersburg,79,72,İY 36-31
94,2020-12-10,16:30,Düzce Bld.,Ist. Basket,63,51,İY 41-30
95,2020-12-10,18:00,Selçuklu Bld,Ankara Anadolu,87,84,İY 45-38
96,2020-12-10,20:30,Cedevita,Promitheas,77,73,İY 32-41
97,2020-12-10,21:00,Hamburg Towers,Giessen 46ers,100,79,İY 54-32
98,2020-12-10,00:00,Terriers,Bulldogs,93,91,İY 38-48
99,2020-12-10,00:00,Knights,Blue Devils,79,71,İY 39-32
100,2020-12-10,00:30,Wisconsin,Rhode Island,73,62,İY 33-16
101,2020-12-10,01:00,Frogs,Providence,70,79,İY 32-43
102,2020-12-10,01:00,Clemson,Maryland,67,51,İY 38-15
103,2020-12-10,01:00,Cincinnati,Paladins,78,73,İY 40-28
104,2020-12-10,01:00,Cardinal,Lions,,,
105,2020-12-10,01:30,Redhawks,Leathernecks,67,57,İY 28-21
106,2020-12-10,02:00,M. Wolverines,Rockets,91,71,İY 44-26
107,2020-12-10,02:00,Eagles,Pioneers,77,55,İY 36-24
108,2020-12-10,02:00,Richmond,Panthers,78,68,İY 31-33
109,2020-12-10,03:00,Spartans,WM Tribe,,,
110,2020-12-10,03:00,EK Colonels,Boyce Bulldogs,,,
111,2020-12-10,03:00,Bulldogs,Cougars,102,51,İY 54-19
112,2020-12-10,03:00,Eagles,Bulldogs,95,35,İY 64-19
113,2020-12-10,03:00,Red Wolves,Golden Lions,74,75,İY 31-41
114,2020-12-10,03:00,Penguins,Point Park Pioneers,72,52,İY 26-25
115,2020-12-10,03:00,Arizona,Roadrunners,85,60,İY 46-26
116,2020-12-10,03:00,VCU Rams,Aggies,95,59,İY 47-26
117,2020-12-10,03:00,Warhawks,Cardinals,60,63,İY 36-25
118,2020-12-10,03:00,Aces,Panthers,68,65,İY 34-19
119,2020-12-10,03:00,West Virginia,Colonials,,,
120,2020-12-10,03:00,Bellarmine Knights,Mocs,68,77,İY 36-40
121,2020-12-10,03:00,Red Raiders,Wildcats,51,44,İY 23-14
122,2020-12-10,03:00,Cougars,Marshall Herd,72,84,İY 43-43
123,2020-12-10,03:00,Valparaiso,Cougars,80,58,İY 33-22
124,2020-12-10,03:00,Northeastern,River Hawks,,,
125,2020-12-10,03:00,Seahawks,Knights,116,66,İY 62-32
126,2020-12-10,03:00,Hofstra Pride,Stony Brook,72,67,İY 42-29
127,2020-12-10,03:00,Jacksonville,Florida National University,78,69,İY 40-25
128,2020-12-10,03:00,Volunteers,Skyhawks,,,
129,2020-12-10,03:15,Nebraska,Georgia Tech,64,75,İY 30-32
130,2020-12-10,03:15,Florida State,I. Hoosiers,69,67,İY 33-31
131,2020-12-10,03:30,Bulldogs,Lions,78,69,İY 33-33
132,2020-12-10,03:30,Bulldogs,Hornets,,,
133,2020-12-10,04:00,Wolverines,Thunderbirds,71,81,İY 33-42
134,2020-12-10,04:00,Lipscomb,Redhawks,80,74,İY 32-22
135,2020-12-10,04:00,Baylor Bears,Lumberjacks,83,52,İY 38-22
136,2020-12-10,04:00,Tulane,Southern Miss,58,38,İY 24-12
137,2020-12-10,04:00,Musketeers,Sooners,99,77,İY 48-39
138,2020-12-10,04:00,Longhorns,Bobcats,74,53,İY 33-20
139,2020-12-10,04:00,Razorbacks,Jaguars,79,44,İY 42-20
140,2020-12-10,04:00,H. Cougars,Bearkats,,,
141,2020-12-10,04:00,Bulldogs,Bearcats,90,66,İY 45-36
142,2020-12-10,04:15,Missouri,Liberty Flames,69,60,İY 28-32
143,2020-12-10,04:30,N. Colorado,Cougars,87,62,İY 39-31
144,2020-12-10,05:00,Cowboys,Pioneers,83,61,İY 45-25
145,2020-12-10,05:00,Cougars,Vandals,61,58,İY 23-29
146,2020-12-10,05:00,Bruins,Toreros,83,56,İY 33-23
147,2020-12-10,05:00,Cal Poly,Broncos,69,76,İY 43-33
148,2020-12-10,05:00,Waves,Golden Bears,74,62,İY 44-30
149,2020-12-10,05:00,Cougars,Broncos,70,74,İY 21-30
150,2020-12-10,05:15,Virginia Cavs,M. Spartans,,,
151,2020-12-10,05:15,Northwestern,Pittsburgh,70,71,İY 33-22
152,2020-12-10,05:30,Rebels,W. Eagles,,,
153,2020-12-10,07:00,Huskies,Redhawks,73,41,İY 37-22
154,2020-12-10,07:00,Ducks,Rattlers,87,66,İY 47-35
155,2020-12-10,21:00,Campbell,Florida National University,122,92,İY 62-46
156,2020-12-10,22:00,Leathernecks,Lions,80,55,İY 48-26
157,2020-12-10,22:00,Bobcats,Northwest,92,72,İY 36-40
158,2020-12-10,20:00,H. Tel Aviv,Rishon LeZion,85,91,İY 41-44
159,2020-12-10,07:00,SH Sharks,ZJ Gold Bulls,123,124,İY 62-59
160,2020-12-10,07:30,Beijing Ducks,SJ Whale,111,113,İY 54-60
161,2020-12-10,14:35,Shanxi Dragons,Zhejiang Lions,123,111,İY 57-58
162,2020-12-10,15:00,GS Tigers,SH Leopards,132,104,İY 64-46
163,2020-12-10,03:30,Olimpico,Esgrima,92,87,İY 39-38
164,2020-12-10,17:00,Obera,Arjantin,77,84,İY 26-46
165,2020-12-10,20:00,La Union,Ferro,68,86,İY 30-48
166,2020-12-10,20:00,Comunicaciones,Penarol,64,58,İY 27-29
167,2020-12-10,22:30,Atenas,Boca Juniors,76,85,İY 48-40
168,2020-12-10,22:30,Libertad,Obras,76,81,İY 31-35
169,2020-12-10,02:00,Unifacisa,Corinthians,94,74,İY 47-42
170,2020-12-10,23:00,Pato Basquete,Bauru,80,79,İY 40-38
171,2020-12-10,13:00,Pauian Archiland Basketball Team,Luxgen Dinos,44,77,İY 17-31
172,2020-12-10,15:00,Kinmen,Taiwan Beer,77,80,İY 30-41
173,2020-12-10,18:00,Kupol Rodniki,Vostok 65,83,73,İY 40-34
174,2020-12-10,13:00,SK Prometey,Kibirkstis (K),,,
175,2020-12-10,15:30,Angels (K),Liepajas SSS,,,
176,2020-12-10,13:00,Jeonju KCC,Goyang Orions,70,58,İY 30-22
177,2020-12-10,21:00,Carbajosa,Marbella,59,69,İY 28-34
178,2020-12-10,19:00,Cornella,Gran Can II,77,59,İY 39-39
179,2020-12-10,19:00,Perlas MRU,BC Šilalės Lūšis,81,63,İY 35-29
180,2020-12-10,19:00,Z. Kaunas II,BC Telsiai,81,70,İY 34-36
181,2020-12-10,20:30,Pelister,Vardar,122,72,İY 63-31
182,2020-12-10,19:00,BK Khimik,Prometei,86,83,İY 41-49
183,2020-12-09,16:00,Mamak Belediyesi,Final Spor,77,74,İY 30-36
184,2020-12-09,17:00,Gemlik Basketbol Kulübü,Samsunspor,75,92,İY 53-48
185,2020-12-09,17:30,Sigortam.net,Balıkesir BŞB,76,80,İY 28-42
186,2020-12-09,18:00,Semt77 Yalova,Kocaeli,58,70,İY 33-28
187,2020-12-09,19:00,Akhisar Belediye,Manisa Bşb,85,84,İY 51-39
188,2020-12-09,14:00,Çankaya Üniversitesi Spor Kulübü,Fenerbahçe Spor Kulübü,71,86,İY 42-37
189,2020-12-09,16:00,Çukurova (K),Galatasaray Spor Kulübü,95,97,İY 56-44
190,2020-12-09,20:00,Szombathely,Nizhny,88,93,İY 48-49
191,2020-12-09,20:00,Türk Telekom Basketbol Kulübü,Limoges Cercle Saint-Pierre,76,73,İY 42-33
192,2020-12-09,20:30,Burgos,Darüşşafaka Spor Kulübü,100,70,İY 48-37
193,2020-12-09,22:00,Oostende,Enel Brindisi,80,92,İY 36-58
194,2020-12-09,19:00,BC UNICS Kazan,Bourg Basket,76,71,İY 43-36
195,2020-12-09,22:30,Partizan,Bahçeşehir Koleji Spor Kulübü,88,75,İY 42-37
196,2020-12-09,21:00,KK Mornar,Levallois,89,78,İY 49-44
197,2020-12-09,22:45,Brescia,Unicaja Baloncesto Málaga,79,83,İY 46-48
198,2020-12-09,21:00,AS Monaco,Virtus Bologna,68,74,İY 40-22
199,2020-12-09,22:00,BC MoraBanc Andorra,L. Kuban,100,106,İY 54-56
200,2020-12-09,22:00,Antwerp,Lietkabelis,86,77,İY 43-37
201,2020-12-09,23:00,CB Herbalife Gran Canaria Claret,FruttiEx Bursa,89,76,İY 47-41
202,2020-12-09,20:30,UCAM Murcia,Gipuzkoa,90,73,İY 54-35
203,2020-12-09,21:30,Vanoli,Cantu,101,67,İY 51-36
204,2020-12-09,21:00,Rasta Vechta,Medi Bayreuth,89,92,İY 41-42
205,2020-12-09,22:30,Crailsheim,Chemnitz 99,88,76,İY 39-32
206,2020-12-09,20:00,BC Kalev Cramo,BC Tsmoki-Minsk,88,82,İY 43-42
207,2020-12-09,00:00,Retrievers,Delaware,76,61,İY 38-31
208,2020-12-09,00:00,La Salle,Lions,80,62,İY 43-24
209,2020-12-09,00:30,Lancers,UC Davis,,,
210,2020-12-09,01:00,Seton Hall,Seahawks,78,45,İY 37-21
211,2020-12-09,01:00,Kansas,Bluejays,73,72,İY 39-35
212,2020-12-09,01:00,Hurricanes,Purdue,58,54,İY 14-32
213,2020-12-09,01:00,V. Keydets,Pride,100,65,İY 55-28
214,2020-12-09,01:00,Sycamores,Bulldogs,80,66,İY 33-36
215,2020-12-09,01:00,South Florida,Stetson,73,62,İY 40-26
216,2020-12-09,02:00,Utes,Idaho State,75,59,İY 41-20
217,2020-12-09,02:00,Bison,Pheonix,,,
218,2020-12-09,02:00,Lancers,Aggies,77,60,İY 41-24
219,2020-12-09,02:00,Volunteers,Buffaloes,56,47,İY 31-24
220,2020-12-09,03:00,Georgetown,Eagles,80,48,İY 38-23
221,2020-12-09,03:00,Gold Hurricane,Razorbacks,,,
222,2020-12-09,03:00,Dayton Flyers,Norse,66,60,İY 36-32
223,2020-12-09,03:00,Golden Gophers,Boston College,85,80,İY 30-31
224,2020-12-09,03:00,UNC Asheville,Buccaneers,,,
225,2020-12-09,03:00,SJ Red Storm,Fordham Rams,,,
226,2020-12-09,03:00,Terriers,Bulldogs,82,101,İY 38-58
227,2020-12-09,03:00,Jaguars,Crusaders,80,67,İY 42-29
228,2020-12-09,03:00,NIU,Cardinals,70,79,İY 34-28
229,2020-12-09,03:00,Highlanders,Pioneers,,,
230,2020-12-09,03:00,Titans,Flashes,66,80,İY 28-38
231,2020-12-09,03:00,Broncos,Cal Poly,,,
232,2020-12-09,03:00,SJ Red Storm,Broncs,82,79,İY 33-35
233,2020-12-09,03:00,Jacksonville,Campbell,78,80,İY 32-49
234,2020-12-09,03:00,George Mason,Bears,,,
235,2020-12-09,03:00,Buccaneers,Cougars,94,59,İY 45-28
236,2020-12-09,03:00,Bulldogs,M. Grizzlies,63,50,İY 32-24
237,2020-12-09,03:00,Mountaineers,Red Flash,75,57,İY 36-26
238,2020-12-09,03:00,Knights,Blue Devils,87,94,İY 42-46
239,2020-12-09,03:00,Ragin Cajuns,Generals,90,75,İY 51-35
240,2020-12-09,03:30,Iowa Hawkeyes,North Carolina,93,80,İY 43-31
241,2020-12-09,03:30,Fighting Irish,Ohio State,85,90,İY 42-34
242,2020-12-09,03:30,Belmont Bruins,Tigers,79,64,İY 33-26
243,2020-12-09,04:00,Saint Louis,Bears,88,65,İY 39-27
244,2020-12-09,04:00,Cowboys,Golden Eagles,83,78,İY 32-31
245,2020-12-09,04:00,Kansas State,Tigers,68,81,İY 29-35
246,2020-12-09,04:00,Buffaloes,Rams,,,
247,2020-12-09,04:00,Memphis Tigers,Delta Devils,94,57,İY 55-29
248,2020-12-09,04:00,Mustangs,Commodores,,,
249,2020-12-09,04:30,Racers,Governors,87,57,İY 41-18
250,2020-12-09,05:00,Golden Eagles,Phoenix,82,68,İY 40-33
251,2020-12-09,05:00,Baylor Bears,Colonels,,,
252,2020-12-09,05:00,Aggies,Yotes,90,64,İY 44-33
253,2020-12-09,05:00,Mississippi,Tigers,82,59,İY 34-30
254,2020-12-09,05:00,Virginia Tech,Penn State,55,75,İY 23-42
255,2020-12-09,05:00,Bulldogs,Tarleton State Texans,,,
256,2020-12-09,05:30,Duke Blue,Illinois,68,83,İY 29-43
257,2020-12-09,05:30,Rutgers,Syracuse,79,69,İY 34-30
258,2020-12-09,06:00,Gaels,Miners,73,61,İY 38-29
259,2020-12-09,06:00,Trojans,UC Irvine,91,56,İY 46-21
260,2020-12-09,06:05,Portland State,NWU Eagles,88,48,İY 36-24
261,2020-12-09,21:00,Radford,Lancaster Bible College Chargers,,,
262,2020-12-09,22:00,Radford,Lions,98,50,İY 49-23
263,2020-12-09,22:30,Privateers,Campbell,70,79,İY 26-41
264,2020-12-09,23:00,Ramblers,Cougars,88,51,İY 39-31
265,2020-12-09,20:00,Hapoel Holon,Maccabi Haifa,105,69,İY 54-32
266,2020-12-09,16:00,Kymis Lavrio,Aris,92,71,İY 53-32
267,2020-12-09,21:00,PAOK,Ermis Agias,91,93,İY 49-46
268,2020-12-09,20:30,Igokea,FMP Beograd,84,74,İY 50-44
269,2020-12-09,20:30,Oviedo,Palencia,78,79,İY 35-30
270,2020-12-09,22:45,Amics Castello,Lleida,65,74,İY 37-33
271,2020-12-09,06:00,GZ Long-Lions,Tianjin,96,85,İY 43-48
272,2020-12-09,07:30,Tongxi King,JS Dragons,120,113,İY 46-49
273,2020-12-09,10:30,Jilin Tigers,BF Dragons,109,101,İY 54-48
274,2020-12-09,14:35,LF Leopards,Xinjiang Tiger,111,118,İY 50-55
275,2020-12-09,15:00,SD Tigers,QD Eagles,111,93,İY 64-49
276,2020-12-09,13:05,Levanga,Sun Rockers,71,77,İY 36-26
277,2020-12-09,13:05,Toyota Alvark,Akita NH,70,89,İY 26-52
278,2020-12-09,13:05,Brave Thunders,Yokohama BC,78,77,İY 45-36
279,2020-12-09,13:05,Niigata Abirex,Chiba Jets,69,94,İY 31-43
280,2020-12-09,13:05,SeaHorses,H. Dragonflies,87,64,İY 49-31
281,2020-12-09,13:05,Dolphins,NeoPhoenix,91,77,İY 59-37
282,2020-12-09,13:05,Osaka Evessa,Shiga L-Stars,101,96,İY 53-45
283,2020-12-09,13:05,Shimane SM,Kyoto Hannaryz,59,84,İY 30-37
284,2020-12-09,13:25,Tochigi Brex,Toyama Grouses,100,63,İY 42-27
285,2020-12-09,13:35,Ryukyu,Shinshu BW,83,69,İY 42-28
286,2020-12-09,01:00,Ferro,Obera,66,72,İY 39-30
287,2020-12-09,03:10,Almagro,Regatas,95,102,İY 40-45
288,2020-12-09,02:00,São Paulo Futebol Clube,Flamengo,80,68,İY 34-27
289,2020-12-09,18:00,Novi Pazar,Sloboda Uzice,64,89,İY 30-42
290,2020-12-09,18:30,KKK Radnicki,Metalac,83,76,İY 35-32
291,2020-12-09,20:00,Zlatorog Lasko,Helios Domzale,57,80,İY 30-31
292,2020-12-09,20:00,Primorska,KK Sencur,0,20,
293,2020-12-09,20:30,Decin,Kralovsti Soko,99,94,İY 36-56
294,2020-12-09,20:30,Turi Svitavy,Opava,83,90,İY 33-45
295,2020-12-09,20:30,Usti nad Labem,Pardubice,93,76,İY 50-42
296,2020-12-09,20:30,USK Praha,Ostrava,99,78,İY 51-34
297,2020-12-09,20:45,Kolin,CEZ Nymburk,80,96,İY 40-47
298,2020-12-09,21:00,Olomoucko,Brno,72,94,İY 42-44
299,2020-12-09,16:00,Temp,BK Samara,88,87,İY 39-44
300,2020-12-09,17:00,Kibirkstis (K),Angels (K),,,
301,2020-12-08,18:30,BC Khimki,Olimpia Milano,93,102,İY 47-54
302,2020-12-08,20:30,Anadolu Efes Spor Kulübü,Asvel,72,68,İY 33-27
303,2020-12-08,21:00,FC Barcelona Lassa Bàsquet,Olympiacos BC,88,96,İY 47-51
304,2020-12-08,23:00,Valencia,BK Zenit Saint Petersburg,72,85,İY 39-33
305,2020-12-08,20:00,SIG Basket Strasbourg,Peristeri,77,57,İY 36-34
306,2020-12-08,20:30,Vilnius Rytas,VEF Riga,81,85,İY 45-42
307,2020-12-08,22:00,Brose Baskets,Pınar Karşıyaka Spor Kulübü,83,82,İY 43-42
308,2020-12-08,22:30,F. Bologna,CB RETAbet Bilbao Berri Basket,64,69,İY 41-35
309,2020-12-08,22:30,Venezia,Club Joventut de Badalona,75,89,İY 35-50
310,2020-12-08,22:00,Ratiopharm Ulm,KK Budućnost VOLI,73,77,İY 35-37
311,2020-12-08,20:00,Cedevita,Trento,87,65,İY 44-35
312,2020-12-08,22:00,Nanterre,Promitheas,91,70,İY 49-38
313,2020-12-08,21:00,Mitteldeutsche,FC Bayern München,84,96,İY 52-45
314,2020-12-08,22:30,Braunschweig,Giessen 46ers,93,85,İY 44-42
315,2020-12-08,22:30,Riesen,ALBA Berlin,78,71,İY 31-34
316,2020-12-08,19:30,PBK CSKA Moskva,Zielona Gora,105,73,İY 54-42
317,2020-12-08,00:00,Hartford Hawks,Stags,67,54,İY 27-30
318,2020-12-08,00:00,Retrievers,Colonials,92,81,İY 43-32
319,2020-12-08,01:00,East Carolina,Seahawks,88,78,İY 51-37
320,2020-12-08,02:00,C. Carolina,Eagles,78,71,İY 38-32
321,2020-12-08,02:00,Charlotte 49ers,Bulldogs,78,40,İY 35-19
322,2020-12-08,03:00,Blue Raiders,Mocs,70,80,İY 39-44
323,2020-12-08,03:00,JM Dukes,Old Dominion,,,
324,2020-12-08,03:00,Spartans,Pirates,76,64,İY 38-37
325,2020-12-08,03:00,Bulldogs,CSU Northridge,,,
326,2020-12-08,03:00,Bulldogs,Columbia International,96,57,İY 54-29
327,2020-12-08,03:00,Roadrunners,Bethesda,94,43,İY 48-23
328,2020-12-08,03:00,EK Colonels,Eagles,71,68,İY 28-44
329,2020-12-08,03:00,Broncos,Bulldogs,62,42,İY 30-16
330,2020-12-08,03:00,V. Keydets,Royals,,,
331,2020-12-08,03:00,Ducks,W. Eagles,69,52,İY 36-32
332,2020-12-08,03:00,North Florida,Owls,77,79,İY 39-41
333,2020-12-08,03:00,Dayton Flyers,Mastadons,,,
334,2020-12-08,03:00,Towson,Colonials,,,
335,2020-12-08,03:30,Redhawks,Lipscomb,82,77,İY 39-37
336,2020-12-08,04:00,Santa Barbara,Lions,69,58,İY 34-24
337,2020-12-08,04:00,Braves,Lewis Flyers,95,62,İY 42-29
338,2020-12-08,05:00,Cal Poly,Aggies,,,
339,2020-12-08,05:00,Arizona,N. Arizona,96,53,İY 53-27
340,2020-12-08,06:00,Cardinal,Cal Poly,,,
341,2020-12-08,22:30,Privateers,Florida National University,74,57,İY 39-20
342,2020-12-08,23:00,Gaels,Bears,72,83,İY 38-38
343,2020-12-08,22:00,Orleans,Boulazac,90,81,İY 42-39
344,2020-12-08,14:35,Shanxi Dragons,ZJ Gold Bulls,112,102,İY 43-36
345,2020-12-08,15:00,Beijing Ducks,SH Sharks,111,97,İY 63-39
346,2020-12-08,01:00,Obras,Corrientes,67,66,İY 36-28
347,2020-12-08,03:30,Arjantin,Atenas,84,86,İY 31-44
348,2020-12-08,02:00,Franca,C Mourao,95,58,İY 36-18
349,2020-12-08,23:00,Bauru,Paulistano,81,62,İY 34-41
350,2020-12-08,20:00,Krka,Triglav,86,57,İY 47-34
351,2020-12-08,19:30,Timberwolves,Graz,83,92,İY 38-44
352,2020-12-08,19:30,Traiskirchen,Flyers Wels,69,80,İY 30-38
353,2020-12-08,19:30,Dukes,Swans Gmunden,84,97,İY 41-53
354,2020-12-08,19:30,Kapfenberg,Oberwart,83,74,İY 39-36
355,2020-12-08,21:00,BC Hallmann,St. Pölten,81,71,İY 41-32
356,2020-12-07,00:00,Mountaineers,Bishops,81,57,İY 42-32
357,2020-12-07,00:00,Texas A&M,Vaqueros,81,68,İY 43-32
358,2020-12-07,00:00,Frogs,Sooners,78,82,İY 42-39
359,2020-12-07,00:00,Long Beach,Redhawks,80,75,İY 33-28
360,2020-12-07,00:00,Army,La Salle,63,59,İY 23-31
361,2020-12-07,00:00,Beavers,Cowboys,73,76,İY 48-42
362,2020-12-07,00:00,M. Wolverines,knights,80,58,İY 38-34
363,2020-12-07,00:00,Red Foxes,Binghamton,64,60,İY 30-28
364,2020-12-07,00:30,Aztecs,Waves,65,60,İY 20-34
365,2020-12-07,00:30,Georgetown,West Virginia,71,80,İY 34-32
366,2020-12-07,01:00,Georgia Tech,Wildcats,79,62,İY 34-27
367,2020-12-07,01:00,Salukis,Hawks,102,61,İY 56-34
368,2020-12-07,02:00,Tigers,Bulldogs,86,55,İY 43-24
369,2020-12-07,02:00,Bison,Bellarmine Knights,63,84,İY 35-45
370,2020-12-07,02:00,Falcons,Bulls,86,78,İY 34-32
371,2020-12-07,02:00,Iowa State,Blue Demons,,,
372,2020-12-07,02:00,Bearkats,Yellow Jackets,117,54,İY 70-27
373,2020-12-07,02:00,M. Spartans,Broncos,79,61,İY 39-35
